PROLIFIC_PID,excluded,exclusion_reason,percent_missing,n_missing_items,percent_identical_responses,response_sd,completion_time_minutes,bottom_completion_percentile,littles_mcar_p_value,missing_pattern_systematic
60fdc934e81b93f92f561d76,False,,0.0,0,43.75,0.8224422717264602,30.95,27.97927461139896,0.8105445574699165,False
67855ba77a8e1aaf8e477978,False,,0.0,0,50.0,1.2443420336765103,29.516666666666666,18.911917098445596,0.8105445574699165,False
6033fd8bc8659800086d87b0,False,,0.0,0,62.5,0.6189220598177385,31.433333333333334,29.792746113989633,0.8105445574699165,False
673a70491f1992a774b72caa,False,,0.0,0,40.625,0.9503819266229829,84.78333333333333,96.89119170984455,0.8105445574699165,False
677412c094eeb8f1992fc3ae,False,,0.0,0,40.625,0.7822372794046079,34.15,38.60103626943005,0.8105445574699165,False
5e968e6744b6d010b16540a4,False,,0.0,0,37.5,0.9954533737723926,38.6,54.92227979274611,0.8105445574699165,False
5f974c72a0ed8c0f9ce724ea,False,,0.0,0,37.5,1.2077538469567008,28.866666666666667,16.32124352331606,0.8105445574699165,False
662ddcfc1103d1acda67d937,False,,0.0,0,62.5,0.87758833761769,28.33333333333333,12.04663212435233,0.8105445574699165,False
665f97db56096b743c2332b1,False,,0.0,0,37.5,1.0080322575483707,29.83333333333333,21.37305699481865,0.8105445574699165,False
6786177b26851e38285d94a1,False,,0.0,0,40.625,0.8206016675429032,32.583333333333336,33.031088082901555,0.8105445574699165,False
5a6eac90d5d4cb0001d6815a,False,,0.0,0,40.625,0.9540871333712221,29.666666666666668,19.4300518134715,0.8105445574699165,False
675f432df87b18ecba0964f4,False,,0.0,0,56.25,0.7063936122898273,44.05,66.06217616580311,0.8105445574699165,False
674ca6e73e98a96de2cda112,False,,0.0,0,40.625,0.9310937030562325,34.35,39.24870466321243,0.8105445574699165,False
6127017baee75f10aa174139,False,,0.0,0,50.0,0.6189220598177385,34.4,39.637305699481864,0.8105445574699165,False
678553764d429ce5b3d40f4c,False,,0.0,0,43.75,0.8075999888159261,30.883333333333333,27.461139896373055,0.8105445574699165,False
664d46ad7cc1780eecfd0c24,False,,0.0,0,28.125,1.294763024774256,29.9,22.409326424870464,0.8105445574699165,False
5a9bbda1f6dfdd0001ea9639,True,Excluded by criteria,0.0,0,78.125,0.42001344064515445,27.716666666666665,10.362694300518134,0.8105445574699165,False
673283141ee7ec9141e8bcf4,False,,0.0,0,65.625,0.8418250143816763,21.23333333333333,0.25906735751295334,0.8105445574699165,False
66049315b5c325fdaafea8fa,False,,0.0,0,43.75,1.0312652735916832,40.65,59.84455958549222,0.8105445574699165,False
66463d3560eac977430ac716,False,,0.0,0,46.875,0.6690146823211658,28.58333333333333,14.248704663212434,0.8105445574699165,False
66733b0613db805ab4f05114,False,,0.0,0,46.875,0.802591568487018,36.78333333333333,49.22279792746114,0.8105445574699165,False
672d770786fa273d84b761d2,False,,0.0,0,62.5,0.8418250143816763,32.85,34.71502590673575,0.8105445574699165,False
6170cb31c3656859cca7cc57,False,,0.0,0,50.0,0.672021505032247,31.183333333333334,28.756476683937823,0.8105445574699165,False
5b8bf5dd7b334200011da4aa,False,,0.0,0,37.5,1.0757592967370206,29.75,20.336787564766837,0.8105445574699165,False
671983e8022d66fd0242265b,False,,0.0,0,46.875,1.0883362561504661,26.566666666666663,7.642487046632124,0.8105445574699165,False
661ae93e33b51f5d31a8c3bb,False,,0.0,0,31.25,1.0658746219314068,49.75,77.46113989637306,0.8105445574699165,False
62964d27c2b2866faa677493,False,,0.0,0,100.0,0.0,42.48333333333333,63.73056994818652,0.8105445574699165,False
66f198a897fe47706e8cdfd2,False,,0.0,0,37.5,0.8175247850637608,31.866666666666667,31.0880829015544,0.8105445574699165,False
678f7fd7097858093f4a9540,False,,0.0,0,34.375,1.0140146973548327,53.333333333333336,82.38341968911917,0.8105445574699165,False
5630b79b733ea00011164946,False,,0.0,0,43.75,0.7718588789618592,31.03333333333333,28.238341968911914,0.8105445574699165,False
6759fd05e4ade779f4ee4689,False,,0.0,0,65.625,0.7233156184342819,41.96666666666667,62.435233160621756,0.8105445574699165,False
66c9071f0a3b0e1d3a041c01,False,,0.0,0,71.875,0.5378796483685103,35.766666666666666,43.78238341968912,0.8105445574699165,False
677bbfba3b742e3a5bf9a5e7,False,,0.0,0,46.875,0.895778630487862,52.93333333333333,82.1243523316062,0.8105445574699165,False
561487ad7ffc8a0012812266,False,,0.0,0,25.0,1.2790968335811872,33.05,36.13989637305699,0.8105445574699165,False
5edc7aed858a159580341afa,False,,0.0,0,43.75,0.7184212081070996,34.483333333333334,39.89637305699482,0.8105445574699165,False
6721aeda53346fd7b593efd7,False,,0.0,0,40.625,0.9482581654734625,32.13333333333333,32.383419689119165,0.8105445574699165,False
5d91daf3704e790018f47229,False,,0.0,0,31.25,1.1600716051314497,22.23333333333333,1.0362694300518134,0.8105445574699165,False
5d47901043518d0017bf3c04,False,,0.0,0,28.125,1.5103807466993215,24.933333333333334,4.1450777202072535,0.8105445574699165,False
6659f937e570ab09f05021a3,True,Excluded by criteria,0.0,0,78.125,0.42001344064515445,28.35,12.564766839378237,0.8105445574699165,False
6575c6e1563027adb8f299cb,False,,0.0,0,34.375,1.190943648622196,29.05,17.09844559585492,0.8105445574699165,False
66e7a85e45c1132f1e2d12b6,False,,0.0,0,37.5,0.9152604071537377,30.616666666666667,26.42487046632124,0.8105445574699165,False
678b3480eed43ba29dc48ed5,True,Excluded by criteria,0.0,0,84.375,0.4918693768379647,25.3,4.922279792746114,0.8105445574699165,False
6742ecbc50ae979ed5099784,False,,0.0,0,37.5,1.0467884834255,39.65,57.512953367875646,0.8105445574699165,False
