comparison,mean_difference,t_value,df,p_value_uncorrected,p_value_corrected,cohens_d,cohens_d_lower_ci,cohens_d_upper_ci,significance_indicator
set_size_3 vs set_size_5,0.2783581325192319,21.97500722543582,197.0,6.864219872336155e-55,6.864219872336155e-55,1.428435689138498,1.1163422760845978,1.740529102192398,*
delay_1 vs delay_3,0.049253010866073366,3.8049523109042944,197.0,0.00018922362847355602,0.00018922362847355602,0.25158229659777337,-0.028099832193267282,0.531264425388814,*
