PROLIFIC_PID,task,condition,rt,accuracy_or_d_prime,efficiency_score
65d563ecf8df20ade2f17888,MRT,angle_50,2.7131550000000004,0.9090909090909092,2.9844705
65d563ecf8df20ade2f17888,MRT,angle_100,4.0388,0.9166666666666666,4.405963636363636
65d563ecf8df20ade2f17888,MRT,angle_150,3.378461111111111,0.782608695652174,4.316922530864197
5d27851db6eb920018a5fb27,MRT,angle_0,2.0973272727272727,0.9166666666666666,2.287993388429752
5d27851db6eb920018a5fb27,MRT,angle_50,2.996594444444444,0.75,3.9954592592592584
5d27851db6eb920018a5fb27,MRT,angle_100,3.462541176470589,0.7727272727272727,4.4809356401384095
5d27851db6eb920018a5fb27,MRT,angle_150,3.8048950000000006,0.8695652173913043,4.375629250000001
5eddaa6d115bb4ac7e59f153,MRT,angle_0,1.3273238095238096,0.9545454545454546,1.3905297052154195
5eddaa6d115bb4ac7e59f153,MRT,angle_50,2.239930434782609,0.9583333333333334,2.3373187145557655
5eddaa6d115bb4ac7e59f153,MRT,angle_100,2.161268421052632,0.7916666666666666,2.7300232686980617
5eddaa6d115bb4ac7e59f153,MRT,angle_150,2.4067304347826086,0.9583333333333334,2.511370888468809
653ed34dfa601f3952c72ed4,MRT,angle_0,3.02295,0.9166666666666666,3.2977636363636362
653ed34dfa601f3952c72ed4,MRT,angle_50,3.49677,0.8333333333333334,4.196124
653ed34dfa601f3952c72ed4,MRT,angle_100,3.9182333333333337,0.625,6.269173333333334
653ed34dfa601f3952c72ed4,MRT,angle_150,4.2252375,0.6666666666666666,6.337856250000001
5df967d2f6191f6e87b236e6,MRT,angle_0,1.4430954545454548,0.9565217391304348,1.508690702479339
5df967d2f6191f6e87b236e6,MRT,angle_50,1.7033521739130435,1.0,1.7033521739130435
5df967d2f6191f6e87b236e6,MRT,angle_100,2.3823238095238093,0.875,2.7226557823129247
5df967d2f6191f6e87b236e6,MRT,angle_150,2.406890909090909,0.9565217391304348,2.516295041322314
678434b875eab5b07a505724,MRT,angle_0,2.753822727272728,0.9166666666666666,3.004170247933885
678434b875eab5b07a505724,MRT,angle_50,3.105429166666666,1.0,3.105429166666666
678434b875eab5b07a505724,MRT,angle_100,3.5956478260869567,1.0,3.5956478260869567
678434b875eab5b07a505724,MRT,angle_150,3.817136363636364,0.9565217391304348,3.9906425619834716
58a229e74d580c0001e0a766,MRT,angle_0,1.781621739130435,0.9583333333333334,1.8590835538752364
58a229e74d580c0001e0a766,MRT,angle_50,1.923140909045454,0.9565217391304348,2.0105564049111564
58a229e74d580c0001e0a766,MRT,angle_100,2.2150608697391303,1.0,2.2150608697391303
58a229e74d580c0001e0a766,MRT,angle_150,2.457080952333333,0.9130434782608696,2.6910886620793644
630386f64c5bbd56ab1c3b0f,MRT,angle_0,2.9017875,1.0,2.9017875
630386f64c5bbd56ab1c3b0f,MRT,angle_50,3.288726086956521,0.9583333333333334,3.431714177693761
630386f64c5bbd56ab1c3b0f,MRT,angle_100,3.9969210526315786,0.8260869565217391,4.83837811634349
630386f64c5bbd56ab1c3b0f,MRT,angle_150,4.2070954545454535,0.9166666666666666,4.589558677685949
66c9071f0a3b0e1d3a041c01,MRT,angle_0,2.126039130434782,1.0,2.126039130434782
66c9071f0a3b0e1d3a041c01,MRT,angle_50,3.75965,0.8695652173913043,4.3235975
66c9071f0a3b0e1d3a041c01,MRT,angle_100,4.247826315789474,0.9047619047619048,4.694965927977839
66c9071f0a3b0e1d3a041c01,MRT,angle_150,4.217825,1.0,4.217825
662ddcfc1103d1acda67d937,MRT,angle_0,1.762121739130435,1.0,1.762121739130435
662ddcfc1103d1acda67d937,MRT,angle_50,2.6411458333333333,1.0,2.6411458333333333
662ddcfc1103d1acda67d937,MRT,angle_100,2.856413636363636,0.9166666666666666,3.1160876033057847
662ddcfc1103d1acda67d937,MRT,angle_150,2.9891714285714284,0.9130434782608696,3.273854421768707
5e7987df47422a5443426cd7,MRT,angle_0,1.7059666666666662,0.9130434782608696,1.8684396825396818
5e7987df47422a5443426cd7,MRT,angle_50,2.101754545454545,0.9565217391304348,2.1972888429752064
5e7987df47422a5443426cd7,MRT,angle_100,2.858595238095238,0.9130434782608696,3.1308424036281175
5e7987df47422a5443426cd7,MRT,angle_150,3.5056818181818183,0.9565217391304348,3.665030991735537
678ba680eefc2d7fd8559a03,MRT,angle_0,2.171814285714286,0.9130434782608696,2.3786537414965987
678ba680eefc2d7fd8559a03,MRT,angle_50,3.1040190476190483,0.9130434782608696,3.399639909297053
678ba680eefc2d7fd8559a03,MRT,angle_100,3.968263157894738,0.8636363636363636,4.594831024930749
678ba680eefc2d7fd8559a03,MRT,angle_150,3.763608333333333,1.0,3.763608333333333
6779262b285a5b12c721ecee,MRT,angle_0,2.7017,0.8636363636363636,3.128284210526316
6779262b285a5b12c721ecee,MRT,angle_50,3.4118,0.9166666666666666,3.7219636363636366
6779262b285a5b12c721ecee,MRT,angle_100,3.720050000000001,0.782608695652174,4.753397222222223
6779262b285a5b12c721ecee,MRT,angle_150,4.005372222222223,0.8181818181818182,4.895454938271606
671d2abf2ba7384f9b45678a,MRT,angle_0,2.0542826086956523,0.9583333333333334,2.143599243856333
671d2abf2ba7384f9b45678a,MRT,angle_50,2.1899,1.0,2.1899
671d2abf2ba7384f9b45678a,MRT,angle_100,3.237934782608696,1.0,3.237934782608696
671d2abf2ba7384f9b45678a,MRT,angle_150,3.5323739130434797,1.0,3.5323739130434797
66370a20a4b5b1a460904760,MRT,angle_0,1.790717391304348,1.0,1.790717391304348
66370a20a4b5b1a460904760,MRT,angle_50,2.3397916666666667,1.0,2.3397916666666667
66370a20a4b5b1a460904760,MRT,angle_100,2.6647478260869564,1.0,2.6647478260869564
66370a20a4b5b1a460904760,MRT,angle_150,3.5066863636363634,0.9565217391304348,3.6660811983471073
6535d3f1b4ff80adff474548,MRT,angle_0,1.2474583333333336,1.0,1.2474583333333336
6535d3f1b4ff80adff474548,MRT,angle_50,1.7094545454545451,0.9565217391304348,1.7871570247933881
6535d3f1b4ff80adff474548,MRT,angle_100,2.3321304347826093,1.0,2.3321304347826093
6535d3f1b4ff80adff474548,MRT,angle_150,2.4754285714285715,0.9130434782608696,2.7111836734693875
678d4b5574c6a54d8f4cafd8,MRT,angle_0,1.4493695652173912,0.9583333333333334,1.5123856332703212
678d4b5574c6a54d8f4cafd8,MRT,angle_50,1.4319,0.8695652173913043,1.646685
678d4b5574c6a54d8f4cafd8,MRT,angle_100,2.0236181818181813,0.9565217391304348,2.1156008264462804
678d4b5574c6a54d8f4cafd8,MRT,angle_150,1.9362681818181815,0.9565217391304348,2.024280371900826
5b19f4854c72120001f1e1b3,MRT,angle_0,1.8744083333333328,1.0,1.8744083333333328
5b19f4854c72120001f1e1b3,MRT,angle_50,1.9789739130434785,0.9583333333333334,2.065016257088847
5b19f4854c72120001f1e1b3,MRT,angle_100,2.460354545454545,0.9166666666666666,2.684023140495867
5b19f4854c72120001f1e1b3,MRT,angle_150,2.376372727272727,0.9565217391304348,2.4843896694214873
6736142695794b6108842ed2,MRT,angle_0,2.2712608696521737,1.0,2.2712608696521737
6736142695794b6108842ed2,MRT,angle_50,3.023873912913044,1.0,3.023873912913044
6736142695794b6108842ed2,MRT,angle_100,3.36920499995,1.0,3.36920499995
6736142695794b6108842ed2,MRT,angle_150,3.68275,0.8333333333333334,4.4193
66e2a683a6aed2b156557f9d,MRT,angle_0,2.2189043478260877,0.9583333333333334,2.3153784499054826
66e2a683a6aed2b156557f9d,MRT,angle_50,2.588334782608696,1.0,2.588334782608696
66e2a683a6aed2b156557f9d,MRT,angle_100,3.040095652173913,1.0,3.040095652173913
66e2a683a6aed2b156557f9d,MRT,angle_150,2.9818,0.9565217391304348,3.117336363636363
5b68c9eb87af310001584803,MRT,angle_0,1.088577272727273,0.9565217391304348,1.1380580578512398
5b68c9eb87af310001584803,MRT,angle_50,1.4406500000000002,0.9565217391304348,1.506134090909091
5b68c9eb87af310001584803,MRT,angle_100,1.6809136363636363,0.9565217391304348,1.7573188016528924
5b68c9eb87af310001584803,MRT,angle_150,1.87385,0.8695652173913043,2.1549275
666640831e2f8d963f8c528f,MRT,angle_0,2.502506666666667,0.625,4.004010666666668
666640831e2f8d963f8c528f,MRT,angle_50,3.520835294117647,0.7083333333333334,4.970591003460207
666640831e2f8d963f8c528f,MRT,angle_100,3.8404555555555553,0.75,5.120607407407407
666640831e2f8d963f8c528f,MRT,angle_150,4.131033333333334,0.5,8.262066666666668
678851f427536397f63120bf,MRT,angle_0,1.8633913043478256,0.9583333333333334,1.9444083175803397
678851f427536397f63120bf,MRT,angle_50,2.6652909090909094,0.9166666666666666,2.9075900826446284
678851f427536397f63120bf,MRT,angle_100,2.866560869565218,0.9583333333333334,2.9911939508506618
678851f427536397f63120bf,MRT,angle_150,3.21119,0.8695652173913043,3.6928685000000003
60a1e1f4a3707c983a98f185,MRT,angle_0,1.3558947368421053,0.8636363636363636,1.5699833795013851
60a1e1f4a3707c983a98f185,MRT,angle_50,1.718954545454546,1.0,1.718954545454546
60a1e1f4a3707c983a98f185,MRT,angle_100,2.59035,0.8695652173913043,2.9789025
60a1e1f4a3707c983a98f185,MRT,angle_150,2.7851176470588244,0.7391304347826086,3.7681003460207627
676eb8d5dd1b9e51d21ec734,MRT,angle_0,1.444447619047619,0.875,1.6507972789115646
676eb8d5dd1b9e51d21ec734,MRT,angle_50,2.4863055555555555,0.782608695652174,3.176945987654321
676eb8d5dd1b9e51d21ec734,MRT,angle_100,2.7820714285714283,0.875,3.1795102040816325
676eb8d5dd1b9e51d21ec734,MRT,angle_150,2.922,0.6956521739130435,4.200375
656cef93133dd04969014614,MRT,angle_0,1.5968571428571428,0.9545454545454546,1.6728979591836732
656cef93133dd04969014614,MRT,angle_50,2.120090909090909,0.9565217391304348,2.2164586776859503
656cef93133dd04969014614,MRT,angle_100,2.7115714285714283,0.875,3.0989387755102036
656cef93133dd04969014614,MRT,angle_150,2.884590909090909,0.9565217391304348,3.01570867768595
5d4869cc692e5400197a980c,MRT,angle_0,1.705347826086956,1.0,1.705347826086956
5d4869cc692e5400197a980c,MRT,angle_50,2.1529090909090907,0.9166666666666666,2.3486280991735535
5d4869cc692e5400197a980c,MRT,angle_100,3.366611111111111,0.75,4.488814814814815
5d4869cc692e5400197a980c,MRT,angle_150,3.0793333333333326,0.875,3.5192380952380944
66ae394dd6f0020399d3b887,MRT,angle_0,1.4484954545454547,0.9565217391304348,1.5143361570247935
66ae394dd6f0020399d3b887,MRT,angle_50,1.2028149999999995,0.8695652173913043,1.3832372499999994
66ae394dd6f0020399d3b887,MRT,angle_100,1.748058823529412,0.7391304347826086,2.3650207612456753
66ae394dd6f0020399d3b887,MRT,angle_150,1.6727578947368422,0.8260869565217391,2.024917451523546
561487ad7ffc8a0012812266,MRT,angle_0,1.758036363636364,0.9565217391304348,1.837947107438017
561487ad7ffc8a0012812266,MRT,angle_50,2.863752380952381,0.9545454545454546,3.0001215419501133
561487ad7ffc8a0012812266,MRT,angle_100,2.92432380952381,0.875,3.3420843537414973
561487ad7ffc8a0012812266,MRT,angle_150,3.1575142857142864,0.9130434782608696,3.45822993197279
66505efb53953d2da6e1a8cd,MRT,angle_0,1.674577272727273,0.9166666666666666,1.8268115702479342
66505efb53953d2da6e1a8cd,MRT,angle_50,1.9448227272727276,0.9565217391304348,2.033223760330579
66505efb53953d2da6e1a8cd,MRT,angle_100,2.1456349999999995,0.8695652173913043,2.4674802499999995
66505efb53953d2da6e1a8cd,MRT,angle_150,3.3259684210526315,0.8260869565217391,4.026172299168975
67529d0aecb73bfe140d521f,MRT,angle_0,1.7430209302325588,0.9347826086956522,1.8646270416441326
67529d0aecb73bfe140d521f,MRT,angle_50,2.369102380952381,0.9130434782608696,2.594731179138322
67529d0aecb73bfe140d521f,MRT,angle_100,3.121085,0.851063829787234,3.667274875
67529d0aecb73bfe140d521f,MRT,angle_150,3.336452941176471,0.7083333333333334,4.710286505190312
67855ba77a8e1aaf8e477978,MRT,angle_0,1.3375863636363636,0.9565217391304348,1.398385743801653
67855ba77a8e1aaf8e477978,MRT,angle_50,2.074791304347826,1.0,2.074791304347826
