PROLIFIC_PID,Age,Sex,Colourblindness,Vision,Country_of_residence,Student_status,Employment_status,Time_taken_seconds,Time_taken_minutes,Included,Exclusion_reason
66f5c81fa771db6db1bc2382,19,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1802,30.033333333333335,True,
62fb84322433c8d7e890a145,23,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1783,29.716666666666665,True,
675563a5f637982ac82b47ad,28,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2799,46.65,True,
676b5cae2bdeb2fceba3e9cb,19,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),1713,28.55,True,
6773f03382962d5d8c2ca38a,21,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,3223,53.71666666666667,True,
672b60eb227e2b01fd1f88b5,28,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Part-Time,2202,36.7,True,
5df70c5ae69d0a4d623d9cbf,33,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1661,27.683333333333334,True,
6754d95f656838004bc46eed,18,Male,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2964,49.4,True,
66c608b7c916342fbca4d075,35,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,3161,52.68333333333333,True,
5c0245f0a9d1ef00011816ea,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1781,29.683333333333334,True,
5c2c62542c45d400014a32e6,30,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1759,29.316666666666666,True,
6779262b285a5b12c721ecee,33,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2910,48.5,True,
66c8abe49537b182dcbd2049,30,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1821,30.35,True,
565a3d24c51d430005875042,30,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,2260,37.666666666666664,True,
6727e10a76e80949064e1e6c,34,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2871,47.85,True,
67896c4807b59990758d8491,25,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3510,58.5,True,
668f41cc549b163c5d45534e,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1414,23.566666666666666,True,
678ac1267cd2b3ce8d1fbf69,32,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1891,31.516666666666666,True,
6612a3d099bbffc5cc1eebff,24,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,NA,2547,42.45,True,
5df967d2f6191f6e87b236e6,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1429,23.816666666666666,True,
612039d9400fae9545b3c5a8,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,3430,57.166666666666664,True,
67196116a2212bed3b93f4dc,31,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3521,58.68333333333333,True,
65de5ddcc637719fe458fc76,31,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2574,42.9,True,
6736142695794b6108842ed2,33,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1742,29.033333333333335,True,
67863d420c27f3b6e5f57073,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1921,32.016666666666666,True,
678b749494dd9deb974cb25f,30,Female,"No, I have no issues seeing colours",Yes,United States,NA,Full-Time,2196,36.6,True,
58a229e74d580c0001e0a766,35,Male,"No, I have no issues seeing colours",Yes,United States,No,NA,1809,30.15,True,
67329e974d0c9d4221e4c4ac,26,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2251,37.516666666666666,True,
6630ec1ebe18d48a3cecb54e,33,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1798,29.966666666666665,True,
6787a95f87a6e4a695780b13,31,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,2747,45.78333333333333,True,
677b43188ec54f1186b62411,32,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1619,26.983333333333334,True,
64143c6c286640f3d1348cf8,27,Male,"No, I have no issues seeing colours",Yes,United States,NA,NA,3443,57.38333333333333,True,
664f98c80beb5400a141ac91,33,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1790,29.833333333333332,True,
654e6dcbb060f1ea2d712339,31,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1955,32.583333333333336,True,
6785fc7153cd5fe0e7d2cc0a,22,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),1394,23.233333333333334,True,
664f408259a7d76b52e2ae25,32,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1642,27.366666666666667,True,
67856f922cc646ac823a1660,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),1986,33.1,True,
62786f21e2cc1d6adeea0a79,21,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,1762,29.366666666666667,True,
67813733b9f7bd24cb2745b4,24,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",3241,54.016666666666666,True,
676fac81dc17021dfb5fad67,35,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2565,42.75,True,
67841f5e6071ec5527f9c27f,21,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1833,30.55,True,
661ea4cacedd4c83df3a2dcb,35,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,1823,30.383333333333333,True,
674dc32400f538862eb27f89,30,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3043,50.71666666666667,True,
672a3b3af4fe3ca8478cd6c6,21,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Other,2048,34.13333333333333,True,
660e2337aad9e33736f08e84,26,Male,"No, I have no issues seeing colours",Yes,United States,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",2057,34.28333333333333,True,
60e5cb4ca01a593fce9a379d,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1728,28.8,True,
67880f3fcfe89c43f375f668,24,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1465,24.416666666666668,True,
671eff2e0b8f048504452726,27,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2290,38.166666666666664,True,
671050c226ff82aa6081d587,32,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2275,37.916666666666664,True,
67693470121578a6dff417d2,25,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2119,35.31666666666667,True,
6500aa732c4f0eb077f8c809,22,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6323,105.38333333333334,True,
676e81c9c452593cbf114baf,21,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,4023,67.05,True,
6699571ba83beb19c5acbfef,23,Female,"No, I have no issues seeing colours",Yes,United States,Yes,NA,2237,37.28333333333333,True,
67358110193306101974db30,33,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),3039,50.65,True,
6710e7d85362bdd95a82bcbf,32,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,4681,78.01666666666667,True,
5cd063ce657e300016f6c95a,33,Male,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2989,49.81666666666667,True,
583d5dd49c5f2a0001b85f40,28,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,2024,33.733333333333334,True,
61216580798476e2db75fc79,27,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1700,28.333333333333332,True,
66b435b1d2d981a3ab684c2d,32,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1925,32.083333333333336,True,
673d814ffa7de7d961e6bc53,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Other,1630,27.166666666666668,True,
58d1f1038084450001956fdc,35,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1321,22.016666666666666,True,
675c3fae9f1afa4c4207dab3,32,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1629,27.15,True,
669be65b7f0c1a71305969d1,34,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,3022,50.36666666666667,True,
61052deed380657fcbe37682,25,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Other,4476,74.6,True,
5cf398a1e55efc000127adae,31,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Part-Time,2260,37.666666666666664,True,
6711c745bcc0626c2de36d07,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1834,30.566666666666666,True,
6643d97ef7bef1480ec1166b,21,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,2340,39.0,True,
678755cc09f64198c984b217,19,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1889,31.483333333333334,True,
67808d0260180c6133619b2b,20,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),1712,28.533333333333335,True,
66046ee084b12b781cb49495,28,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1726,28.766666666666666,True,
605e42cc59833acecfd3f301,29,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2071,34.516666666666666,True,
653ed34dfa601f3952c72ed4,24,Female,"No, I have no issues seeing colours",Yes,United States,Yes,NA,2185,36.416666666666664,True,
675ed2ef6a6a6ae2ce682c30,31,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1724,28.733333333333334,True,
67851f4cba98f2087f182764,32,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3429,57.15,True,
5d4869cc692e5400197a980c,27,Male,"No, I have no issues seeing colours",Yes,United States,NA,Part-Time,1585,26.416666666666668,True,
672ba9e5dbe3b9649ad3864d,30,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3623,60.38333333333333,True,
65c181b4de219e8c75ae4fb8,29,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2148,35.8,True,
66b0103854c074757187d029,35,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,4531,75.51666666666667,True,
6738d09a032bf7224008ce7e,24,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2842,47.36666666666667,True,
67822f906480ae6f11bf6942,23,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2502,41.7,True,
564e93659b124900127eb55b,32,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,4003,66.71666666666667,True,
6747d17ec4d287d32e597fa9,29,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,2882,48.03333333333333,True,
671d2c608d56f868207f9e9e,34,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Other,2862,47.7,True,
66a6bbb40b48d0e4f326767e,33,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2924,48.733333333333334,True,
5da6139c002c29001335b5a2,30,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2312,38.53333333333333,True,
6786e77f621a9c066c534e78,22,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1797,29.95,True,
66fb8a3730fd6deba2e671e3,27,Female,"No, I have no issues seeing colours",Yes,United States,No,NA,2181,36.35,True,
671c5ad0eb30c87c11b22ec4,35,Female,"No, I have no issues seeing colours",Yes,United States,No,NA,2103,35.05,True,
5eb342dff78ab11407daf144,24,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Other,1583,26.383333333333333,True,
6752092030f55f6f6a50df9e,23,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Full-Time,4684,78.06666666666666,True,
55ec49b67480920010aaa4e8,35,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1482,24.7,True,
677fe9d3bafd440269d2ef89,22,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,2448,40.8,True,
6711263a9c4a226969aeb686,32,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,5780,96.33333333333333,True,
6733c03807f9f957e2eb1382,31,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1817,30.283333333333335,True,
678e92010390e1c202944292,24,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1544,25.733333333333334,True,
67628bf652610e40de8a09e8,26,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2795,46.583333333333336,True,
677bbed2d896aee8efecb51d,32,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3986,66.43333333333334,True,
5e76d2652d882b2481d65066,25,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2013,33.55,True,
67438c306d8298ec577da281,22,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2630,43.833333333333336,True,
5efe44bebdee09152fe08acc,35,Male,"No, I have no issues seeing colours",Yes,United States,No,Other,1575,26.25,True,
6764736f0048fc3595fbb944,26,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,3741,62.35,True,
66e28103f28d6e15a3f4f1f0,20,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,2533,42.21666666666667,True,
676d800c5499f924389756b5,33,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1888,31.466666666666665,True,
610b002738dd01f26e493999,23,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2714,45.233333333333334,True,
6111ec391b7048bb53089f5d,21,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,2115,35.25,True,
67519b91595db9a046359da0,24,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,2236,37.266666666666666,True,
590ffed3f128850001ada77b,31,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2580,43.0,True,
67207ddb95109f11e89dcfb8,34,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,1854,30.9,True,
67826c0cd5858c9d420da7ff,22,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2691,44.85,True,
6773fd82b205d22a2e097d3f,24,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,3951,65.85,True,
5f4d3cb5fdda0b2c403fb801,27,Prefer not to say,"No, I have no issues seeing colours",Yes,United States,NA,NA,2927,48.78333333333333,True,
676af7a57cae28cecaf83c68,29,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),2044,34.06666666666667,True,
67228eb9f3f694a42b636b7f,21,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Other,1443,24.05,True,
615b01ee4cd1755b6144e0a4,25,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,2720,45.333333333333336,True,
66505efb53953d2da6e1a8cd,23,Male,"No, I have no issues seeing colours",Yes,United States,NA,NA,1980,33.0,True,
669284eabea5b8c9655927da,26,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),3527,58.78333333333333,True,
674ba6a23248254461461b54,20,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1757,29.283333333333335,True,
67842352fc58491ff1f4de9d,25,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2474,41.233333333333334,True,
5b19f4854c72120001f1e1b3,29,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),3467,57.78333333333333,True,
677a8ed897bc0e0f12d23e86,22,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2870,47.833333333333336,True,
678e46af9bf54902d3db189f,31,Female,"No, I have no issues seeing colours",Yes,United States,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",4762,79.36666666666666,True,
5ec0ba1bfa01894cceaa1b8e,35,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2191,36.516666666666666,True,
64012a2623351894f2917605,35,Male,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2112,35.2,True,
6761f8be0534cd92e822e611,23,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1836,30.6,True,
678d4b5574c6a54d8f4cafd8,27,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1666,27.766666666666666,True,
630386f64c5bbd56ab1c3b0f,34,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1879,31.316666666666666,True,
5b68c9eb87af310001584803,28,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,1446,24.1,True,
6740f034985ba328ea9bacbf,27,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,3478,57.96666666666667,True,
664ba1d1d71301161344e2a5,27,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Part-Time,1791,29.85,True,
655fd5be8c6f7bfe39e75e96,34,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1980,33.0,True,
6779f13fe54a982becaa1b3f,27,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),3109,51.81666666666667,True,
6761e9f88b9ec3f7f3d16c01,21,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),2685,44.75,True,
6701b597d540eba733ee58c9,31,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),1568,26.133333333333333,True,
671e39c25e5e3f340a6f21d4,31,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,NA,2982,49.7,True,
677c4a2cd686c6b6cfd1ba2a,23,Male,"No, I have no issues seeing colours",Yes,United States,No,Other,2571,42.85,True,
6786d027b56713ac675fbbb1,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Other,2701,45.016666666666666,True,
678434b875eab5b07a505724,18,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Unemployed (and job seeking),2374,39.56666666666667,True,
65f9200b96211e5163eb912e,28,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2312,38.53333333333333,True,
6766dee165ff1cc0f8decea0,26,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,2335,38.916666666666664,True,
6777abf880939363db7a36c1,29,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1917,31.95,True,
6643bcf4ed868a9901a9dd7d,26,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1698,28.3,True,
676866e58c692de18dac2de9,22,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2832,47.2,True,
66625801c143ca548bcac338,25,Male,"No, I have no issues seeing colours",Yes,United States,No,Other,2349,39.15,True,
673e759016f888e8212c0c1f,27,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Full-Time,1875,31.25,True,
66463ff40a36377060b19272,33,Female,"No, I have no issues seeing colours",Yes,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2653,44.21666666666667,True,
6734c8a6c51b8aee49adbd1b,26,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3622,60.36666666666667,True,
66f8367b5310ebb97346b93c,20,Male,"No, I have no issues seeing colours",Yes,United States,Yes,Other,2119,35.31666666666667,True,
60a48adfe091e410f4eaba34,31,Male,"No, I have no issues seeing colours",Yes,United States,Yes,NA,2169,36.15,True,
65d863e56337aa59292ccd66,33,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1670,27.833333333333332,True,
65cba5349f4e1e5dfbe80fe8,22,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1626,27.1,True,
678969200a76abe09fd2a75c,28,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Full-Time,3344,55.733333333333334,True,
6738acfff83934e21342c109,31,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Full-Time,1838,30.633333333333333,True,
67343fb98c1f4f89ea821878,24,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,4701,78.35,True,
674b47940b75eb06298f0c67,29,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,4554,75.9,True,
6779e07aeb6a0e66e84ae0e7,24,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1532,25.533333333333335,True,
6787c530d8f7650e446d17a1,33,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3925,65.41666666666667,True,
6772e011adc3bb3fd579cdb9,25,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,6152,102.53333333333333,True,
663b638be7226d4e3fcc255f,27,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,2976,49.6,True,
57dd186e6598aa0001992616,31,Male,"No, I have no issues seeing colours",Yes,United States,NA,NA,1963,32.71666666666667,True,
66969c9921e4f92ad108ed4c,25,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),2411,40.18333333333333,True,
67880bb68accd49a72b45565,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,1620,27.0,True,
6739ff11a2162a865c36fa64,25,Female,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,5396,89.93333333333334,True,
5dac4dad5e53cc001499f1f6,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),2234,37.233333333333334,True,
5d634b27e5f92f0017196a3f,35,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2479,41.31666666666667,True,
676a8044ed42478d4ef6493e,25,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,3655,60.916666666666664,True,
66564c348f25a6749f79a714,34,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,1710,28.5,True,
674f479b2a4ef75e4551f258,19,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2178,36.3,True,
671d48bbee99c1439ae0d0de,28,Female,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,3950,65.83333333333333,True,
673a37f0ad04c995c8322ca6,30,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2016,33.6,True,
67094b39bddd9489c48cdc8f,18,Female,"No, I have no issues seeing colours",Yes,United States,Yes,NA,4167,69.45,True,
62e029ff528ea30b4508eaf5,22,Female,"No, I have no issues seeing colours",Yes,United States,No,NA,1762,29.366666666666667,True,
668d44c46cb23976673acd95,27,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),1318,21.966666666666665,True,
673594215b1a0b92d5835525,31,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,5792,96.53333333333333,True,
6743c8da977b0d274dad1fc2,31,Female,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,4002,66.7,True,
67860774acf7592ed65861bb,25,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Unemployed (and job seeking),3575,59.583333333333336,True,
5d76d2f7daf4bf00164d585b,30,Female,"No, I have no issues seeing colours",Yes,United States,NA,NA,6193,103.21666666666667,True,
5ac5260dfa3b4e0001736dd3,31,Male,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),2166,36.1,True,
6759fef1b173fb9839ebe137,19,Male,"No, I have no issues seeing colours",Yes,United States,No,Full-Time,2771,46.18333333333333,True,
6646abc0720d1baaa7e0af4c,26,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,1711,28.516666666666666,True,
6788f11866ac65cc607b3c6a,25,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,3700,61.666666666666664,True,
662848c40caa342b28493265,26,Female,"No, I have no issues seeing colours",Yes,United States,Yes,Part-Time,2540,42.333333333333336,True,
67896102d98295a520a25ebb,29,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Full-Time,2554,42.56666666666667,True,
671609ab4a3f2c6c76dfe9d8,25,Male,"No, I have no issues seeing colours",Yes,United Kingdom,No,Part-Time,3684,61.4,True,
67896d4bcf7daeb9b9c6945e,22,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Part-Time,2577,42.95,True,
6501c0a2e788b5556c24569d,28,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,NA,2173,36.21666666666667,True,
65d563ecf8df20ade2f17888,26,Female,"No, I have no issues seeing colours",Yes,United States,No,Unemployed (and job seeking),2480,41.333333333333336,True,
672a89bc5e3d67a9fdbdf803,24,Male,"No, I have no issues seeing colours",Yes,United Kingdom,Yes,Full-Time,2763,46.05,True,
6778cbf3f0597689c7b5cb4a,29,Female,"No, I have no issues seeing colours",Yes,United States,No,Part-Time,2973,49.55,True,
