PROLIFIC_PID,va_d_prime_ss3_d1,va_d_prime_ss3_d3,va_d_prime_ss5_d1,va_d_prime_ss5_d3,va_set_size_effect_delay1,va_set_size_effect_delay3,va_delay_effect_size3,va_delay_effect_size5,mrt_accuracy_0,mrt_accuracy_50,mrt_accuracy_100,mrt_accuracy_150,mrt_rt_slope,mrt_overall_accuracy,familiar_person_score,sunrise_score,shop_front_score,countryside_score,driving_score,beach_score,railway_station_score,garden_score
55ec49b67480920010aaa4e8,,,,,,,,,,,,,,,14,15,17,14,14,15,13.0,13.0
672a3b3af4fe3ca8478cd6c6,,,,,,,,,1.0,0.8695652173913043,0.8260869565217391,0.9166666666666666,0.0118875071936758,0.9030797101449275,17,19,15,17,17,14,4.0,17.0
675ed2ef6a6a6ae2ce682c30,,,,,,,,,0.5909090909090909,0.7272727272727273,0.5454545454545454,0.5217391304347826,0.0013833942307692,0.5963438735177866,14,13,11,14,9,11,12.0,10.0
67880f3fcfe89c43f375f668,,,,,,,,,,,,,,,15,13,11,16,14,14,6.0,11.0
66046ee084b12b781cb49495,2.53905900811532,3.267976883424713,1.5860250547190646,1.2387181407494852,0.9530339533962552,2.0292587426752275,-0.728917875309393,0.3473069139695794,,,,,,,12,11,11,14,10,11,8.0,12.0
67808d0260180c6133619b2b,,,,,,,,,0.782608695652174,0.8333333333333334,0.7391304347826086,0.9166666666666666,0.0084312517290552,0.8179347826086957,14,14,13,13,16,12,13.0,13.0
6738c218706186b3fe8e8f56,1.3609517559993352,1.5860250547190646,1.1718525605643293,0.7916386077433746,0.1890991954350058,0.79438644697569,-0.2250732987197294,0.3802139528209547,0.782608695652174,0.6956521739130435,0.8260869565217391,0.6521739130434783,0.0102368828508772,0.7391304347826086,17,16,20,17,15,18,20.0,18.0
67856f922cc646ac823a1660,3.571568129257897,3.2288199630120378,1.967636016058878,2.040152465572403,1.603932113199019,1.188667497439635,0.3427481662458591,-0.0725164495135248,,,,,,,17,15,20,20,15,20,20.0,20.0
5f81fc9446ee002f681ea5e3,0.6824145931660606,0.6107396690881626,0.5651683005047862,0.8685085801739253,0.1172462926612744,-0.2577689110857627,0.071674924077898,-0.3033402796691391,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9565217391304348,0.0078332355731225,0.957427536231884,10,16,13,16,8,16,13.0,13.0
678ac1267cd2b3ce8d1fbf69,1.8568041715683048,0.6625074372225022,0.9710119085885026,0.2104283942479248,0.885792262979802,0.4520790429745773,1.1942967343458024,0.7605835143405778,0.8181818181818182,0.9583333333333334,0.8695652173913043,0.75,0.0103450833333333,0.849020092226614,11,20,20,19,15,15,11.0,14.0
66eddeb07ae1f7510780b109,1.4652337926855226,1.6452461624782275,1.246064502480142,2.201549710061652,0.2191692902053805,-0.5563035475834246,-0.1800123697927049,-0.95548520758151,,,,,,,14,12,15,10,13,12,19.0,17.0
5a6e8532e6cc4a0001b6d728,,,,,,,,,,,,,,,13,20,19,17,12,16,14.0,13.0
654e6dcbb060f1ea2d712339,,,,,,,,,1.0,0.8260869565217391,0.625,0.75,0.0143420274599542,0.8002717391304348,20,17,20,17,20,18,17.0,20.0
6631185d17f78b1877ba88cb,,,,,,,,,0.875,0.782608695652174,0.8333333333333334,0.6666666666666666,0.0065062282142857,0.7894021739130435,14,16,15,14,12,6,10.0,15.0
670cf1827819b4f39133584b,,,,,,,,,,,,,,,15,15,13,14,14,16,15.0,16.0
677f26f141f0ce49707accc6,1.5617924079751615,1.147433935894406,0.9163282871688344,0.4733936019138982,0.6454641208063272,0.6740403339805079,0.4143584720807556,0.4429346852549363,,,,,,,18,18,20,19,9,12,20.0,20.0
664f98c80beb5400a141ac91,0.9716509775360797,0.8545021199887867,0.0474942910919402,0.2933812321211932,0.9241566864441392,0.5611208878675934,0.1171488575472928,-0.245886941029253,,,,,,,17,16,19,18,18,18,18.0,20.0
672b60eb227e2b01fd1f88b5,,,,,,,,,,,,,,,20,20,20,20,20,20,20.0,20.0
6781563ac4093eb7a7433ff3,,,,,,,,,,,,,,,17,17,18,20,17,16,14.0,18.0
675c3fae9f1afa4c4207dab3,3.571568129257897,2.7701646568408917,2.134931395319276,1.792183229073417,1.436636733938621,0.9779814277674744,0.8014034724170056,0.3427481662458589,1.0,0.9565217391304348,1.0,0.8695652173913043,0.0032599339920948,0.9565217391304347,15,16,19,17,14,10,14.0,16.0
661ea4cacedd4c83df3a2dcb,,,,,,,,,,,,,,,11,13,9,12,5,7,7.0,9.0
67841f5e6071ec5527f9c27f,,,,,,,,,,,,,,,13,15,14,18,9,13,14.0,13.0
6740484e188a64793529ee77,1.5888126687260011,2.271227261892062,0.4451575598993211,0.469390206643224,1.14365510882668,1.8018370552488376,-0.6824145931660608,-0.0242326467439029,0.9166666666666666,0.7916666666666666,0.8695652173913043,0.9130434782608696,0.0019635045112781,0.8727355072463768,15,13,6,15,11,16,15.0,14.0
60e5cb4ca01a593fce9a379d,,,,,,,,,,,,,,,20,14,14,16,16,16,16.0,16.0
62786f21e2cc1d6adeea0a79,,,,,,,,,0.9583333333333334,0.9130434782608696,0.9130434782608696,0.782608695652174,0.0034266416149068,0.8917572463768116,15,15,18,18,13,15,15.0,16.0
677614004b333b9a50de9d41,,,,,,,,,,,,,,,4,4,4,4,4,4,4.0,4.0
671fbc510bb94767d36db746,,,,,,,,,,,,,,,16,18,19,17,15,16,18.0,18.0
