PROLIFIC_PID,set_size_effect_delay1,set_size_effect_delay3,delay_effect_size3,delay_effect_size5,excluded,exclusion_reason
5cd063ce657e300016f6c95a,0.2837603154100714,1.702008788407614,0.32917192737440315,1.7474204003719458,False,
678e92010390e1c202944292,0.37020956057555954,0.07686997243055071,0.9353778610803457,0.6420382729353369,False,
64013a8e233aaa42388c821f,1.89930170602883,-0.8400638629934964,1.2914761144444737,-1.4478894545778527,False,
676379302839a2e46a4d6de5,-0.921350692243645,-0.5024022233733556,-0.20992747761812725,0.2090209912521621,False,
6754d95f656838004bc46eed,1.323667478619385,1.873107075204894,-0.4451575598993216,0.10428203668618741,False,
672ba9e5dbe3b9649ad3864d,1.4737694550860247,1.5680470995268174,-0.37020956057555976,-0.2759319161347671,False,
64012a2623351894f2917605,0.6051038435091702,0.6397573020864906,1.520554584216399,1.5552080427937194,False,
5e76d2652d882b2481d65066,-0.4586553061711456,0.8071536067595222,0.35932990304639567,1.6251388159770634,False,
60a48adfe091e410f4eaba34,-0.19984246513229348,1.1269964180203769,-1.4931027748209467,-0.16626389166827626,False,
651d64f5eb4ac4993ecc5abd,0.8315328904294503,0.36532583537249286,0.7840385993375101,0.3178315442805526,False,
62861bcc5f0edf6340c914df,0.34274816624585913,0.303591245833184,-0.3375092980536678,-0.37666621846634296,False,
6721aeda53346fd7b593efd7,0.2821866076864228,2.0015953820064,-1.032509121142577,0.6868996531774001,False,
664f408259a7d76b52e2ae25,1.5064674624190268,1.1187527448414691,0.6071824916663675,0.2194677740888098,False,
6699571ba83beb19c5acbfef,0.8073935177618006,3.0614688611165772,-0.5554308812702597,1.6986444620845171,False,
669adbdb7e97d6e53cb2d924,0.41568294336224265,-0.03391805222048383,-0.7012545146405644,-1.150855510223291,False,
67343fb98c1f4f89ea821878,0.2394799079111244,1.5953606122418629,-0.9963997735788681,0.35948093075187026,False,
676fac81dc17021dfb5fad67,1.995975365083943,2.527355795934466,-0.45865530617114647,0.07272512467937631,False,
612039d9400fae9545b3c5a8,1.1728625921140874,1.3831269070418961,0.21870308332768484,0.42896739825549357,False,
6110b58d7063061e373e2fbc,-0.11949353684153374,1.3096111010396498,-0.7459611917255682,0.6831434461556153,False,
67358110193306101974db30,1.2073111073456575,1.7688250385187065,-0.7487488057325051,-0.1872348745594561,False,
60fdc934e81b93f92f561d76,1.0050554129107554,0.8992849707526593,0.3510855369251238,0.24531509476702773,False,
67147a6a2c208253099ab82b,-0.3186120657086293,1.3965441595313073,-1.1577449645439442,0.5574112606959926,False,
6655fd511b6c8d1fd05de12d,1.2298987325255726,1.7544682782191732,-0.6212696134637397,-0.09670006777013906,False,
5e968e6744b6d010b16540a4,2.407438990090116,1.354397068353736,0.38583091141806847,-0.6672110103183115,False,
6612a3d099bbffc5cc1eebff,0.24277844692413575,0.4225124026420659,-0.5198515393597819,-0.34011758364185174,False,
673a37f0ad04c995c8322ca6,0.4112395076788373,0.26643060343672254,0.03716064239646144,-0.10764826184565335,False,
66f8367b5310ebb97346b93c,0.7835997209475392,1.4698237894750568,-0.0038094753614572596,0.6824145931660605,False,
610341bbc7f7114aea9a2cea,1.0653311970054793,0.3312528307204904,-0.506481283814444,-1.240559650099433,False,
671eff2e0b8f048504452726,2.437225175108202,2.2088960717923096,0.34274816624585913,0.11441906292996662,False,
673e759016f888e8212c0c1f,0.6625074372225024,2.0202537942370906,-0.46246478153260284,0.8952815754819852,False,
6646abc0720d1baaa7e0af4c,-1.4693786404366966,0.06354659855950762,0.11232092348202327,1.6452461624782275,False,
67851f4cba98f2087f182764,2.5810772302473124,0.6419801767308755,1.1116985898106155,-0.8273984637058215,False,
664ba1d1d71301161344e2a5,0.2759319161347671,1.455612875974401,-0.3976632688073809,0.7820176910322529,False,
6668d4917e343a318af11adf,1.5341290473063336,1.1166348480758406,0.019830930423112125,-0.3976632688073808,False,
65fa95fafeda35caf378b6f9,0.7435099375403138,0.7343939442693403,0.9719475625831406,0.9628315693121672,False,
5d776e218a8d1d00166d36a6,2.697586214043916,1.2367942688063271,0.7148307535120209,-0.7459611917255683,False,
6575c6e1563027adb8f299cb,1.6227307209464856,1.9654788871923448,-0.34274816624585913,0.0,False,
675f432df87b18ecba0964f4,0.6794658777428866,-0.5474975636568445,-0.38888516756333213,-1.6158486089630633,False,
672a89bc5e3d67a9fdbdf803,2.5337399705583024,0.7515871220767654,1.0111044829958162,-0.7710483654857206,False,
660e2337aad9e33736f08e84,1.7008654378925336,0.23677499572209149,0.7351725668610491,-0.728917875309393,False,
677d3cc83d0aa6a39541f5d6,1.1249722187551052,0.5389981932483925,0.1960341780958803,-0.38993984741083243,False,
66e7a85e45c1132f1e2d12b6,1.089612894979445,-0.19311723057927832,1.0818894735828968,-0.20084065197582657,False,
667af5cc382d3037050e3632,1.6005394853932242,1.4502129728100766,0.39766326880738134,0.24733675622423368,False,
65d563ecf8df20ade2f17888,0.33950557606988196,1.6598913633429466,-0.03716064239646144,1.2832251448766032,False,
5d27851db6eb920018a5fb27,0.7280920091838669,0.301434758790627,0.7957834554945487,0.3691262051013088,False,
5eddaa6d115bb4ac7e59f153,-0.055322690367244576,0.14177193553273293,0.6344382645294728,0.8315328904294503,False,
653ed34dfa601f3952c72ed4,0.7023978651556457,1.2852214228928176,0.019830930423112125,0.602654488160284,False,
5df967d2f6191f6e87b236e6,-0.1769154608879958,1.1519618312122137,-1.3096111010396496,0.019266191060559934,False,
678434b875eab5b07a505724,1.321337917706873,1.2167300814598399,0.06849134143297775,-0.03611649481405532,False,
5e4e844553bc702cdf68404d,-0.0027478392323154743,0.08409282345064317,0.6116262379506695,0.6984669006336282,False,
6500aa732c4f0eb077f8c809,1.3891424428466808,1.096107587584214,1.0642042987186757,0.7711694434562089,False,
630386f64c5bbd56ab1c3b0f,1.2969482395600407,0.18619809872278203,0.7953265376147618,-0.31542360322249685,False,
66c9071f0a3b0e1d3a041c01,1.6436433420694765,0.1362958665727858,1.0035723869383784,-0.5037750885583123,False,
5e7987df47422a5443426cd7,-0.188642277555219,1.0242210805373757,0.047494291091940255,1.260357649184535,False,
671d2abf2ba7384f9b45678a,0.41831160726949623,0.24510641960117607,0.07272512467937653,-0.10048006298894363,False,
66370a20a4b5b1a460904760,1.2367942688063276,1.4027186817181363,-0.30359124583318353,-0.13766683292137483,False,
678d4b5574c6a54d8f4cafd8,1.8468711566716651,0.9628315693121667,1.0726818649147174,0.188642277555219,False,
5b19f4854c72120001f1e1b3,1.7951430823333268,-0.37020956057556,2.0710749984680934,-0.09427764444079312,False,
67856f922cc646ac823a1660,1.603932113199019,1.188667497439635,0.34274816624585913,-0.07251644951352487,False,
6736142695794b6108842ed2,0.7274491454645002,1.7513757225322797,-0.9370938563680182,0.08683272069976122,False,
66e2a683a6aed2b156557f9d,2.232597723721483,0.6976863792055511,1.588812668726001,0.05390132421006899,False,
664f98c80beb5400a141ac91,0.9241566864441393,0.5611208878675934,0.11714885754729287,-0.24588694102925301,False,
