PROLIFIC_PID,condition,set_size,delay,n_valid_trials,n_hit_trials,n_fa_trials,hit_rate,fa_rate,hit_rate_corrected,fa_rate_corrected,d_prime,criterion,mean_rt,rt_sd
664d46ad7cc1780eecfd0c24,SS5_D3,5,3,28,9,3,0.6428571428571429,0.21428571428571427,0.6428571428571429,0.21428571428571427,1.1577449645439444,0.2127661254714024,1.2913571428571426,0.6116656199982394
664d46ad7cc1780eecfd0c24,SS5_D1,5,1,27,8,1,0.5714285714285714,0.07692307692307693,0.5714285714285714,0.07692307692307693,1.6060892420655521,0.6230322512400711,1.067814814814815,0.33730117072444293
664d46ad7cc1780eecfd0c24,SS3_D3,3,3,27,13,0,1.0,0.0,0.9615384615384616,0.03571428571428571,3.571568129257897,0.016959026110242026,1.3142962962962963,0.5786508722095146
664d46ad7cc1780eecfd0c24,SS3_D1,3,1,27,13,0,1.0,0.0,0.9615384615384616,0.03571428571428571,3.571568129257897,0.016959026110242026,1.0435185185185185,0.341779885347997
64143c6c286640f3d1348cf8,SS5_D3,5,3,27,6,5,0.46153846153846156,0.35714285714285715,0.46153846153846156,0.35714285714285715,0.2695477415109305,0.23133248604510437,1.2051481481481483,0.5470038899948662
64143c6c286640f3d1348cf8,SS5_D1,5,1,26,7,1,0.5,0.08333333333333333,0.5,0.08333333333333333,1.3829941271006383,0.6914970635503191,0.9485038461538462,0.2565627712366223
64143c6c286640f3d1348cf8,SS3_D3,3,3,27,9,2,0.6923076923076923,0.14285714285714285,0.6923076923076923,0.14285714285714285,1.569972747251497,0.2825841502523931,1.0494666666666665,0.2757778384023019
64143c6c286640f3d1348cf8,SS3_D1,3,1,27,10,1,0.7142857142857143,0.07692307692307693,0.7142857142857143,0.07692307692307693,1.9920256942057102,0.43006402516999204,0.9968074074074074,0.4007406814751577
5eec6fe1a0f1c4000a8103b2,SS5_D3,5,3,27,8,1,0.6153846153846154,0.07142857142857142,0.6153846153846154,0.07142857142857142,1.758615024806716,0.5859262802821645,1.3219148148148148,0.3019122729226332
5eec6fe1a0f1c4000a8103b2,SS5_D1,5,1,28,7,0,0.5,0.0,0.5,0.03571428571428571,1.8027430907391904,0.9013715453695952,1.2721607142857143,0.36675509876966267
5eec6fe1a0f1c4000a8103b2,SS3_D3,3,3,27,13,0,1.0,0.0,0.9615384615384616,0.03571428571428571,3.571568129257897,0.016959026110242026,1.3363407407407408,0.4682902077355117
5eec6fe1a0f1c4000a8103b2,SS3_D1,3,1,27,12,0,0.9230769230769231,0.0,0.9230769230769231,0.03571428571428571,3.2288199630120378,0.1883331092331716,0.9718518518518517,0.1496309032518925
66cfb812269143794dc55575,SS5_D3,5,3,27,11,2,0.8461538461538461,0.14285714285714285,0.8461538461538461,0.14285714285714285,2.087646756664343,0.023747145545970128,1.4711333333333334,0.8549499256591669
66cfb812269143794dc55575,SS5_D1,5,1,27,5,1,0.38461538461538464,0.07142857142857142,0.38461538461538464,0.07142857142857142,1.1718525605643293,0.8793075124033579,1.0902037037037038,0.40028288793098604
66cfb812269143794dc55575,SS3_D3,3,3,27,13,0,0.9285714285714286,0.0,0.9285714285714286,0.038461538461538464,3.234058831204229,0.15179562291659188,1.0355814814814814,0.44138674132001904
66cfb812269143794dc55575,SS3_D1,3,1,27,10,0,0.7692307692307693,0.0,0.7692307692307693,0.03571428571428571,2.53905900811532,0.5332135866815304,1.0343555555555555,0.38195711633369095
60641cdc8536a607a60e0612,SS5_D3,5,3,27,9,7,0.6428571428571429,0.5384615384615384,0.6428571428571429,0.5384615384615384,0.26954774151093075,-0.23133248604510442,1.3883185185185183,0.6678129908872099
60641cdc8536a607a60e0612,SS5_D1,5,1,27,8,4,0.5714285714285714,0.3076923076923077,0.5714285714285714,0.3076923076923077,0.6824145931660605,0.16119492679032527,1.4221370370370368,0.3832151385601206
60641cdc8536a607a60e0612,SS3_D3,3,3,27,9,5,0.6923076923076923,0.35714285714285715,0.6923076923076923,0.35714285714285715,0.8685085801739252,-0.06814793328639293,1.3332148148148146,0.5250462021455488
60641cdc8536a607a60e0612,SS3_D1,3,1,27,10,2,0.7692307692307693,0.14285714285714285,0.7692307692307693,0.14285714285714285,1.8038864412542712,0.165627303251006,1.2237296296296296,0.28944022342181974
655f9f56990f2a2d957b1cad,SS5_D3,5,3,27,10,7,0.7142857142857143,0.5384615384615384,0.7142857142857143,0.5384615384615384,0.46939020664322406,-0.3312537186112511,0.7845333333333332,0.21268438878011062
655f9f56990f2a2d957b1cad,SS5_D1,5,1,27,4,2,0.2857142857142857,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.4541274108533383,0.7930125273595323,0.7128111111111111,0.17041230168066673
