PROLIFIC_PID,TaskOrder,trial_type,set_size,delay,target_color,orientation_change,condition,VA_response_key,VA_correct,VA_rt,trial_excluded,trial_exclusion_reason
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.4725,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.1152,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.7516,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.8001,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9435,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.7437,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.8416,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,0.9257,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.6032,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.7183,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.0171,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.467,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.7699,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.8183,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.3008,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.0315,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.6535,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.7669,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.9882,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.9183,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.1553,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.7504,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,RED,False,SS5_D3,6.0,0.0,1.1238,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9487,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8292,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.785,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.0559,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.367,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.9181,False,
5cd063ce657e300016f6c95a,1.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.0702,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.0823,False,
5cd063ce657e300016f6c95a,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.8682,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,6.0,0.0,0.0225,True,RT < 200ms
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9365,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.1429,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,0.9111,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.368,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.1849,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,2.0517,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.12,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.1015,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.417,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.0075,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.3519,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.2518,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.9307,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.6157,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.3662,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.1337,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0677,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.9546,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.8325,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.8741,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.0516,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.0337,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.6504,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9097,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.1398,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.95,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.0177,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.2494,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,5.0,0.0,0.903,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,6.0,0.0,1.3841,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.5171,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.3837,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.1888,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.0347,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.0622,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,2.3491,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,5.0,0.0,1.5502,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.709,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.1298,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0504,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.4742,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.9335,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.9085,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.1007,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.0882,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9294,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,2.1767,True,RT outlier in SS5_D1
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.8408,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.8783,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.8437,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.3749,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,1.1895,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.4692,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.1289,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.3291,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.8544,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.0708,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.9357,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.8194,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.9221,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.2091,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.2019,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.4059,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.0754,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.951,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.2822,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.2149,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.259,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.066,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.0837,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0677,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.134,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.3673,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.9009,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.2706,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.865,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.9848,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.0217,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8359,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0648,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.9764,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.7374,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.9086,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.8237,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.0287,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.0042,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.2485,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.3394,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.0908,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.1749,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.255,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.7821,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.7019,True,RT outlier in SS3_D1
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.9754,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.8348,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.7829,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.7692,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,False,SS3_D3,6.0,0.0,1.9799,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.8522,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,True,SS3_D1,5.0,0.0,1.4197,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0567,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.8075,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,RED,True,SS3_D3,5.0,0.0,0.7194,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.9344,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,False,SS5_D3,6.0,0.0,1.1866,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.1684,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.7364,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.0022,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.1544,False,
5cd063ce657e300016f6c95a,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.1316,False,
5cd063ce657e300016f6c95a,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.5867,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,2.3846,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.8357,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,2.0895,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.2161,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.8699,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.7222,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.5864,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.1179,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.9846,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.4211,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.4,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.0518,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.9338,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.22,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.5837,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.6854,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.7808,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.1672,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.9166,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,RED,False,SS5_D1,6.0,0.0,0.9799,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,RED,False,SS5_D3,6.0,0.0,1.0008,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.9834,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.7335,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.101,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.0214,False,
678e92010390e1c202944292,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.784,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.6703,False,
678e92010390e1c202944292,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.9837,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.853,False,
678e92010390e1c202944292,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.2177,False,
678e92010390e1c202944292,1.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.8046,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,False,SS3_D1,6.0,0.0,1.034,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,1.0391,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.9502,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.0022,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.751,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.0173,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.7888,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.8902,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.9171,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.0342,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.7207,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.2509,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,True,SS3_D1,5.0,0.0,0.7178,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.7219,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8839,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.0009,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.3181,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.9704,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,0.7673,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.8695,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.599,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,True,SS3_D3,5.0,0.0,0.7176,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.6703,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.8979,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,True,SS3_D1,5.0,0.0,0.8848,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.915,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,False,SS3_D3,6.0,0.0,1.0143,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.9512,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.8849,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.7507,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,1.0059,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.7034,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,1.3477,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,True,SS3_D3,5.0,0.0,0.9365,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.9679,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,False,SS3_D1,6.0,0.0,3.7488,True,RT outlier in SS3_D1
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,0.6514,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,False,SS5_D3,6.0,0.0,0.9476,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.517,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,2.1196,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.8173,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.8188,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.8841,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.5842,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.6182,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.517,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.9677,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.8668,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.8396,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.804,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.8214,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.7858,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,True,SS3_D3,5.0,0.0,1.2337,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,0.7509,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.0371,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,RED,False,SS3_D3,6.0,0.0,1.2646,False,
678e92010390e1c202944292,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.7343,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.5715,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.7215,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.8383,False,
678e92010390e1c202944292,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.6541,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.7031,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.8374,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.6375,False,
678e92010390e1c202944292,1.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.8148,False,
678e92010390e1c202944292,1.0,test,5.0,3.0,RED,False,SS5_D3,6.0,0.0,1.3511,False,
