PROLIFIC_PID,TaskOrder,trial_type,set_size,delay,target_color,orientation_change,condition,VA_response_key,VA_correct,VA_rt,trial_excluded,trial_exclusion_reason
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,BLUE,True,SS3_D3,5.0,0.0,1.3377,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.0592,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.2341,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8166,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.7115,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.9874,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,RED,False,SS3_D3,6.0,0.0,1.401,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.8046,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.9937,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.8985,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,2.3823,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.7742,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.8933,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,2.4719,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.8585,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.9779,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.2145,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.2129,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.6984,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.6082,False,
65fa95fafeda35caf378b6f9,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.36,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.8392,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.0357,False,
65fa95fafeda35caf378b6f9,2.0,test,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.7468,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,RED,True,SS3_D3,5.0,0.0,1.065,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.589,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,RED,False,SS3_D3,6.0,0.0,1.219,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,BLUE,True,SS3_D3,5.0,0.0,1.452,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.3,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,RED,False,SS5_D1,6.0,0.0,1.2,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.002,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,0.988,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.035,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.75,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,RED,True,SS5_D1,5.0,0.0,0.933,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.15,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.317,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.851,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.85,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.8,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.969,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,RED,True,SS3_D1,5.0,0.0,0.766,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.716,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.768,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,RED,False,SS3_D1,6.0,0.0,0.869,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,0.768,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.668,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.035,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.701,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.719,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,0.836,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.684,False,
5d776e218a8d1d00166d36a6,2.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.584,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.668,False,
5d776e218a8d1d00166d36a6,2.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.717,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,2.302,True,RT outlier in SS5_D3
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,6.0,0.0,0.818,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.42,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.923,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,6.0,0.0,0.898,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.767,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.271,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.884,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,0.802,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.735,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.699,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.949,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.968,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.67,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,0.85,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.851,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.734,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.168,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.051,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.05,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.501,True,RT outlier in SS3_D3
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,5.0,0.0,1.317,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.29,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.853,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,5.0,0.0,1.718,True,RT outlier in SS3_D1
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.902,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.635,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.22,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.101,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.95,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,6.0,0.0,1.582,True,RT outlier in SS3_D1
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.666,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.804,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,0.717,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.684,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.95,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.185,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.75,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.701,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.917,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.817,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.734,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.084,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.885,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.966,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.934,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.906,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.734,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.869,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,0.855,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.7,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.055,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.917,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.718,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.701,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,0.751,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,0.733,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.968,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.819,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,0.884,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.738,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.05,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.835,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.768,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.783,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,0.785,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.049,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.27,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.035,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.752,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.117,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.804,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.9,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.95,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.819,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.806,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.94,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.767,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.483,True,RT outlier in SS5_D1
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.819,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.835,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,0.967,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,0.715,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.05,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.655,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,1.451,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,1.234,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.267,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.623,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.735,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.1,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.351,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,0.756,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.167,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.767,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.034,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,0.736,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,False,SS5_D3,6.0,0.0,0.835,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.821,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.184,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,0.7,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.8,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.5,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,True,SS5_D1,6.0,1.0,0.876,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.168,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.301,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.751,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.902,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,True,SS3_D3,5.0,0.0,1.386,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,1.001,False,
5d776e218a8d1d00166d36a6,2.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.853,False,
5d776e218a8d1d00166d36a6,2.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,0.817,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,5.0,0.0,6.6729,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,2.4349,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,6.0,0.0,1.1956,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,RED,False,SS3_D3,6.0,0.0,2.7429,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,5.0,0.0,2.4222,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,2.7947,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,1.436,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,3.6403,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,1.2034,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.7022,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.0483,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,0.9696,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.1769,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.1864,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,5.0,0.0,2.3358,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.3507,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.0439,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,BLUE,True,SS3_D1,5.0,0.0,1.3206,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.551,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,RED,False,SS5_D1,5.0,1.0,0.8992,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.8829,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,BLUE,False,SS5_D3,6.0,0.0,1.6511,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,RED,True,SS5_D3,5.0,0.0,0.9176,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.0603,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,1.1327,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,0.8505,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.3844,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.0264,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.2475,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,3.0,RED,False,SS3_D3,5.0,1.0,0.821,False,
6575c6e1563027adb8f299cb,1.0,practice,5.0,1.0,RED,True,SS5_D1,6.0,1.0,1.0988,False,
6575c6e1563027adb8f299cb,1.0,practice,3.0,1.0,RED,True,SS3_D1,6.0,1.0,2.2483,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,BLUE,False,SS5_D1,5.0,1.0,0.7021,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.1387,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,RED,True,SS5_D3,5.0,0.0,1.3272,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,1.3334,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.1016,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.0775,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,5.4674,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,2.5843,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.6433,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,0.9876,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,2.4954,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,1.2543,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,1.3688,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,0.97,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.2226,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,3.4855,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,BLUE,True,SS5_D1,6.0,1.0,1.5464,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,RED,True,SS5_D1,5.0,0.0,1.9027,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,BLUE,True,SS3_D3,6.0,1.0,2.0849,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,RED,False,SS5_D1,5.0,1.0,1.0016,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,RED,True,SS3_D1,6.0,1.0,1.9703,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,BLUE,True,SS3_D1,6.0,1.0,2.3757,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,RED,False,SS3_D1,5.0,1.0,2.5362,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.0682,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,1.0,BLUE,False,SS5_D1,6.0,0.0,1.3642,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,BLUE,False,SS5_D3,5.0,1.0,1.0305,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,BLUE,False,SS3_D3,5.0,1.0,1.025,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,RED,True,SS5_D3,6.0,1.0,1.7471,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,RED,False,SS5_D3,5.0,1.0,1.0838,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,RED,True,SS3_D3,6.0,1.0,2.5673,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,3.0,RED,False,SS3_D3,5.0,1.0,2.3691,False,
6575c6e1563027adb8f299cb,1.0,test,5.0,3.0,BLUE,True,SS5_D3,6.0,1.0,3.6706,False,
6575c6e1563027adb8f299cb,1.0,test,3.0,1.0,BLUE,False,SS3_D1,5.0,1.0,1.1476,False,
