PROLIFIC_PID,"The exact contour of face, head, shoulders and body.","Characteristic poses of head, attitudes of body etc.","The precise carriage, length of step, etc. in walking.",The different colours worn in some familiar clothes.,The sun is rising above the horizon into a hazy sky.,The sky clears and surrounds the sun with blueness.,"Clouds. A storm blows up, with flashes of lightening.",A rainbow appears.,The overall appearance of the shop from the opposite side of the road.,"A window display including colours, shape and details of individual items for sale.","You are near the entrance. The colour, shape and details of the door.",You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,The contours of the landscape.,The colour and shape of the trees.,The colour and shape of the lake.,A strong wind blows on the tree and on the lake causing waves.,"You observe the heavy traffic travelling at maximum speed around your car. The overall appearance of vehicles, their colours, sizes and shapes.",Your car accelerates to overtake the traffic directly in front of you. You see and urgent expression on the face of the driver and the people in the other vehicles as you pass.,A large truck is flashing its headlight directly behind. Your car quickly moves over to let the truck pass. The driver signals with a friendly wave.,You see a broken-down vehicle beside the road. Its lights are flashing. The driver is looking concerned and she is using a mobile phone.,"The overall appearance and colour of the water, surf, and sky.",Bathers are swimming and splashing about in the water. Some are playing with a brightly coloured beach ball.,An ocean liner crosses the horizon. It leaves a trail of smoke in the blue sky.,"A beautiful air balloon appears with four people aboard. The balloon drifts past you, almost directly overhead. The passengers wave and smile. You wave and smile back at them.",The overall appearance of the station viewed from in front of the main entrance.,"You walk into the station. The colour, shape and details of the entrance hall.","You approach the ticket office, go to a vacant counter and purchase your ticket.",You walk to the platform and observe other passengers and the railway lines. A train arrives. You climb aboard.,The overall appearance and design of the garden.,The colour and shape of the bushes and shrubs.,The colour and appearance of the flowers.,Some birds fly down onto the lawn and start pecking for food.,item1_score,item2_score,item3_score,item4_score,item5_score,item6_score,item7_score,item8_score,item9_score,item10_score,item11_score,item12_score,item13_score,item14_score,item15_score,item16_score,item17_score,item18_score,item19_score,item20_score,item21_score,item22_score,item23_score,item24_score,item25_score,item26_score,item27_score,item28_score,item29_score,item30_score,item31_score,item32_score,imputed_items
6668d4917e343a318af11adf,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,4,2,3,3,5,5,5,5,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,
6780b105e7a5923128d8457d,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,"No image at all, you only “know” that you are thinking of the object ….1",Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,"No image at all, you only “know” that you are thinking of the object ….1",Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,"No image at all, you only “know” that you are thinking of the object ….1",Vague and dim ……………………………………………………………………….2,5,4,5,5,3,3,3,1,4,3,5,1,3,4,4,5,5,4,4,5,4,3,4,5,4.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,
67824ed63aa44baedbe5d46f,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,4,4,3,4,2,4,3,5,5,5,4,4,5,5,4,4,2,2,2,3,4,4,3,3,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,
669b00d76af70db9da1b0301,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,"No image at all, you only “know” that you are thinking of the object ….1",Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Vague and dim ……………………………………………………………………….2,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,"No image at all, you only “know” that you are thinking of the object ….1",Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,5,4,2,1,5,5,3,5,5,2,4,5,2,5,5,4,5,4,5,3,4,4,1,5,5.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,
60ff8f48909c68ae805ea2ba,Clear and reasonably vivid ………………………………………………………..4,"No image at all, you only “know” that you are thinking of the object ….1","No image at all, you only “know” that you are thinking of the object ….1",Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,"No image at all, you only “know” that you are thinking of the object ….1","No image at all, you only “know” that you are thinking of the object ….1",Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,4,1,1,4,4,2,2,3,4,3,4,2,3,2,1,1,3,2,2,3,3,4,2,4,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,
678851f427536397f63120bf,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,"No image at all, you only “know” that you are thinking of the object ….1",Moderately clear and vivid ………………………………………………………..3,"No image at all, you only “know” that you are thinking of the object ….1",Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,"No image at all, you only “know” that you are thinking of the object ….1",Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,3,4,2,4,3,2,4,3,5,4,3,4,2,2,2,2,2,1,3,1,4,3,4,4,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,
5c0245f0a9d1ef00011816ea,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,4,4,3,4,5,4,5,3,4,5,4,4,3,4,4,4,4,3,3,4,3,4,3,3,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,
5c2c62542c45d400014a32e6,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,3,4,4,2,3,4,3,2,3,2,2,4,2,2,3,3,2,3,2,2,3,2,2,2,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,
66bab7aa032ffe5aeb0a3834,Perfectly clear and as vivid as normal vision …………………………………5,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,"No image at all, you only “know” that you are thinking of the object ….1",Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,"No image at all, you only “know” that you are thinking of the object ….1",Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,5,2,3,4,4,1,4,3,4,3,5,5,3,5,5,5,5,5,5,5,4,4,2,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,
675402ab00652943d80d7ddb,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,4,4,4,3,3,4,3,5,5,5,4,4,2,3,3,3,4,3,3,4,4,4,3,3,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,
6766a8b9f2f6140bdb9fab39,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,3,3,5,4,4,4,3,2,5,4,4,5,3,4,3,3,2,3,3,3,5,4,3,3,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,
66f5c81fa771db6db1bc2382,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,4,3,4,3,2,4,4,3,5,3,4,4,2,5,3,5,3,4,5,3,3,3,4,4,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,
62fb84322433c8d7e890a145,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,4,4,3,5,5,5,5,5,4,5,3,4,3,4,4,3,3,3,3,3,4,5,2,3,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,
65a4598a91a3f0e75374a8c4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Vague and dim ……………………………………………………………………….2,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Vague and dim ……………………………………………………………………….2,Moderately clear and vivid ………………………………………………………..3,Moderately clear and vivid ………………………………………………………..3,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,4,4,2,5,3,4,4,4,3,2,2,3,3,4,3,4,3,4,4,3,4,3,3,2,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,
674083da048a73d78070ea5b,Perfectly clear and as vivid as normal vision …………………………………5,Moderately clear and vivid ………………………………………………………..3,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,Perfectly clear and as vivid as normal vision …………………………………5,Clear and reasonably vivid ………………………………………………………..4,Clear and reasonably vivid ………………………………………………………..4,Perfectly clear and as vivid as normal vision …………………………………5,5,3,5,5,5,4,4,5,5,5,4,4,5,5,4,5,5,5,4,4,5,5,4,5,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,
