PROLIFIC_PID,task,condition,mean_rt,rt_sd,coefficient_variation,n_trials
669adbdb7e97d6e53cb2d924,VA,SS5_D1,1.052769230769231,0.2892452672307442,0.2747470754055001,26
669adbdb7e97d6e53cb2d924,VA,SS3_D3,0.9806666666666668,0.4506511528205176,0.459535505935266,27
669adbdb7e97d6e53cb2d924,VA,SS3_D1,0.8581428571428572,0.2775563625491845,0.32343841149397223,28
67343fb98c1f4f89ea821878,VA,SS5_D3,1.6648769230769234,1.069910811725049,0.6426365798546271,26
67343fb98c1f4f89ea821878,VA,SS5_D1,1.2693185185185183,0.5694784652084592,0.4486489851838958,27
67343fb98c1f4f89ea821878,VA,SS3_D3,1.184388888888889,0.6762424925409144,0.5709632189941583,27
67343fb98c1f4f89ea821878,VA,SS3_D1,1.291019230769231,0.7989890792841818,0.6188823994574568,26
676fac81dc17021dfb5fad67,VA,SS5_D3,1.8733,0.6315808021382772,0.33714877603068233,28
676fac81dc17021dfb5fad67,VA,SS5_D1,1.6804888888888891,0.4992063164767213,0.2970601708689595,27
676fac81dc17021dfb5fad67,VA,SS3_D3,1.5064148148148149,0.3911666797038588,0.2596673080063577,27
676fac81dc17021dfb5fad67,VA,SS3_D1,1.456607692307692,0.3738239124754615,0.25664007848483567,26
612039d9400fae9545b3c5a8,VA,SS5_D3,1.238359649122807,0.3756258138666292,0.3033253014442969,57
612039d9400fae9545b3c5a8,VA,SS5_D1,1.0988072727818183,0.3970941249551421,0.3613865095284913,55
612039d9400fae9545b3c5a8,VA,SS3_D3,0.963339215764706,0.2619849966025655,0.271955083230573,51
612039d9400fae9545b3c5a8,VA,SS3_D1,0.9109056604150944,0.3018217476871987,0.33134248781554426,53
6110b58d7063061e373e2fbc,VA,SS5_D3,1.3708666666666665,0.4193441133301091,0.30589708213546846,27
6110b58d7063061e373e2fbc,VA,SS5_D1,1.217226923076923,0.3238326883533437,0.26604134546642705,26
6110b58d7063061e373e2fbc,VA,SS3_D3,1.496196296296296,0.7080551279501648,0.4732367869796856,27
6110b58d7063061e373e2fbc,VA,SS3_D1,1.3045444444444445,0.3626511592885555,0.2779906509379178,27
67358110193306101974db30,VA,SS5_D3,1.5712178571428568,0.5192182450238131,0.33045592160464177,28
67358110193306101974db30,VA,SS5_D1,1.249773076923077,0.335862833380167,0.26873905317840285,26
67358110193306101974db30,VA,SS3_D3,1.4718888888888892,0.4959238366875217,0.33693021289255637,27
67358110193306101974db30,VA,SS3_D1,1.2784666666666666,0.3279168668099608,0.2564923086066336,27
60fdc934e81b93f92f561d76,VA,SS5_D3,1.2050666666666667,0.5122864237904418,0.42511044240189344,27
60fdc934e81b93f92f561d76,VA,SS5_D1,1.2055035714285711,0.5239225900427876,0.43460890739785857,28
60fdc934e81b93f92f561d76,VA,SS3_D3,1.172659259259259,0.574640775588246,0.4900321820263739,27
60fdc934e81b93f92f561d76,VA,SS3_D1,0.9101111111111112,0.2677162294056516,0.29415774199131534,27
67147a6a2c208253099ab82b,VA,SS5_D3,0.9458518518518518,0.243440329713575,0.25737680719972295,27
67147a6a2c208253099ab82b,VA,SS5_D1,0.9219888888888887,0.2643774797422651,0.28674692605121616,27
67147a6a2c208253099ab82b,VA,SS3_D3,1.019164285714286,0.3329403318962342,0.3266797478709641,28
67147a6a2c208253099ab82b,VA,SS3_D1,0.9341214285714288,0.2823983309114756,0.30231436971032044,28
6655fd511b6c8d1fd05de12d,VA,SS5_D3,2.171411111111111,0.9028069924635196,0.41576972128578327,27
6655fd511b6c8d1fd05de12d,VA,SS5_D1,2.520110714285714,1.1697508510724222,0.4641664528631512,28
6655fd511b6c8d1fd05de12d,VA,SS3_D3,2.166859259259259,1.0786829020969757,0.49780939739746805,27
6655fd511b6c8d1fd05de12d,VA,SS3_D1,1.931588888888889,0.9051469363646194,0.4686022691325837,27
5e968e6744b6d010b16540a4,VA,SS5_D3,1.655285714285714,0.5820731058287271,0.35164509716070513,28
5e968e6744b6d010b16540a4,VA,SS5_D1,1.3255925925925929,0.4292315368780726,0.3238035119361839,27
5e968e6744b6d010b16540a4,VA,SS3_D3,1.339423076923077,0.3166478388464918,0.23640613955516973,26
5e968e6744b6d010b16540a4,VA,SS3_D1,1.224185185185185,0.4308233652899667,0.3519266288333616,27
6612a3d099bbffc5cc1eebff,VA,SS5_D3,1.069996296296296,0.4959791733232055,0.4635335421627127,27
6612a3d099bbffc5cc1eebff,VA,SS5_D1,0.9579333333333332,0.2348253753815309,0.2451374925689306,27
6612a3d099bbffc5cc1eebff,VA,SS3_D3,0.880774074074074,0.1553708828097183,0.17640265237490568,27
6612a3d099bbffc5cc1eebff,VA,SS3_D1,0.8206629629629627,0.1817148826472355,0.2214244956189603,27
673a37f0ad04c995c8322ca6,VA,SS5_D3,2.0095392857142858,1.317559197444214,0.6556523710736468,28
673a37f0ad04c995c8322ca6,VA,SS5_D1,1.3930814814814814,1.00527053153216,0.7216164631397574,27
673a37f0ad04c995c8322ca6,VA,SS3_D3,1.3310846153846152,0.5619560913041571,0.42217908975063967,26
673a37f0ad04c995c8322ca6,VA,SS3_D1,1.0271518518518516,0.6868023281681623,0.6686473153214169,27
66f8367b5310ebb97346b93c,VA,SS5_D3,1.0702925925925924,0.3916764107171259,0.3659526501705107,27
66f8367b5310ebb97346b93c,VA,SS5_D1,0.8869821428571429,0.2436336883802332,0.2746771063456153,28
66f8367b5310ebb97346b93c,VA,SS3_D3,0.9319461538461538,0.2560854314181409,0.27478565189766924,26
66f8367b5310ebb97346b93c,VA,SS3_D1,0.8244642857142858,0.2405002675201187,0.29170489454465337,28
610341bbc7f7114aea9a2cea,VA,SS5_D3,1.006125925925926,0.1662008853827027,0.165188950110544,27
610341bbc7f7114aea9a2cea,VA,SS5_D1,1.2464407407407407,0.4450337275544053,0.35704363072241085,27
610341bbc7f7114aea9a2cea,VA,SS3_D3,1.0353666666666668,0.2815697317648931,0.2719517064146934,27
610341bbc7f7114aea9a2cea,VA,SS3_D1,1.1358653846153848,0.4063151800681907,0.3577142023795126,26
671eff2e0b8f048504452726,VA,SS5_D3,2.050811111111112,0.7390751160602602,0.36038185674732165,27
671eff2e0b8f048504452726,VA,SS5_D1,1.6937423076923075,0.4518053732952515,0.26674977134557615,26
671eff2e0b8f048504452726,VA,SS3_D3,1.7576222222222226,0.4791192274398556,0.2725951125231499,27
671eff2e0b8f048504452726,VA,SS3_D1,1.6460666666666668,0.3918715007204824,0.23806538863582824,27
673e759016f888e8212c0c1f,VA,SS5_D3,1.536525925925926,1.033781337388504,0.6728043568581747,27
673e759016f888e8212c0c1f,VA,SS5_D1,1.7471037037037038,0.8094960509627066,0.46333600532506874,27
673e759016f888e8212c0c1f,VA,SS3_D3,1.6557925925925927,0.7652302714899342,0.4621534574519134,27
673e759016f888e8212c0c1f,VA,SS3_D1,2.0507464285714283,1.3359399572009334,0.6514408308059634,28
6646abc0720d1baaa7e0af4c,VA,SS5_D3,0.9949111111111112,0.2600517542178765,0.2613818976525975,27
6646abc0720d1baaa7e0af4c,VA,SS5_D1,1.0619592592592593,0.3201438646071232,0.30146529804771494,27
6646abc0720d1baaa7e0af4c,VA,SS3_D3,1.0480821428571427,0.2709873607187467,0.2585554601474431,28
6646abc0720d1baaa7e0af4c,VA,SS3_D1,0.9316259259259262,0.2441800149205698,0.2621009228332538,27
67851f4cba98f2087f182764,VA,SS5_D3,1.867376923076923,0.4443467684659739,0.2379523721080438,26
67851f4cba98f2087f182764,VA,SS5_D1,1.6394185185185184,0.2332372529900319,0.14226828009775058,27
67851f4cba98f2087f182764,VA,SS3_D3,2.057603703703704,0.7315071951281248,0.3555141321972767,27
67851f4cba98f2087f182764,VA,SS3_D1,1.9349571428571424,0.5887578357918892,0.30427435458468816,28
664ba1d1d71301161344e2a5,VA,SS5_D3,0.9122846153846154,0.3806552694418483,0.41725494765837484,26
664ba1d1d71301161344e2a5,VA,SS5_D1,1.0999,0.2822849242548005,0.25664598986707926,27
664ba1d1d71301161344e2a5,VA,SS3_D3,1.1110703703703704,0.3315036185146688,0.298364196683747,27
664ba1d1d71301161344e2a5,VA,SS3_D1,1.0649148148148149,0.438809465138523,0.4120606259147878,27
6668d4917e343a318af11adf,VA,SS5_D3,1.2093703703703704,0.4505472866968101,0.37254698621302396,27
6668d4917e343a318af11adf,VA,SS5_D1,1.177851851851852,0.3724456288356012,0.3162075334432184,27
6668d4917e343a318af11adf,VA,SS3_D3,1.1118518518518516,0.4201945248886981,0.37792312365072783,27
6668d4917e343a318af11adf,VA,SS3_D1,1.127846153846154,0.409114721544722,0.36273982949675254,26
65fa95fafeda35caf378b6f9,VA,SS5_D3,1.3574692307692309,0.4000431054466313,0.29469773338430716,26
65fa95fafeda35caf378b6f9,VA,SS5_D1,1.248525925925926,0.4213688468209593,0.337493069283656,27
65fa95fafeda35caf378b6f9,VA,SS3_D3,1.3151071428571428,0.4859448108647207,0.36950967341640223,28
65fa95fafeda35caf378b6f9,VA,SS3_D1,1.0325111111111112,0.2478780893493557,0.2400730478169943,27
5d776e218a8d1d00166d36a6,VA,SS5_D3,1.0534444444444444,0.2190690676710347,0.2079550267945694,27
5d776e218a8d1d00166d36a6,VA,SS5_D1,0.8691851851851853,0.1785675991449385,0.20544252500909063,27
5d776e218a8d1d00166d36a6,VA,SS3_D3,0.9147407407407406,0.1998315815096827,0.2184570694291616,27
5d776e218a8d1d00166d36a6,VA,SS3_D1,0.8421538461538461,0.1514827230565102,0.17987535620520942,26
6575c6e1563027adb8f299cb,VA,SS5_D3,1.668462962962963,0.7871951264057958,0.47180857105023444,27
6575c6e1563027adb8f299cb,VA,SS5_D1,1.2189592592592593,0.3426412973664567,0.2810933136310675,27
6575c6e1563027adb8f299cb,VA,SS3_D3,1.7227851851851854,0.8394820150653816,0.487281886496571,27
6575c6e1563027adb8f299cb,VA,SS3_D1,1.639718518518518,1.0429594475622046,0.6360600528586554,27
675f432df87b18ecba0964f4,VA,SS5_D3,1.008852,0.395853176821912,0.3923798305617791,25
675f432df87b18ecba0964f4,VA,SS5_D1,1.2205185185185186,0.5818770303853114,0.47674576137656755,27
675f432df87b18ecba0964f4,VA,SS3_D3,1.0541142857142858,0.2762039889141058,0.26202470894979407,28
675f432df87b18ecba0964f4,VA,SS3_D1,1.0590416666666669,0.2886760406567808,0.2725823258355722,24
672a89bc5e3d67a9fdbdf803,VA,SS5_D3,1.2976153846153846,0.2580660809828485,0.19887717427097223,26
672a89bc5e3d67a9fdbdf803,VA,SS5_D1,1.3986037037037031,0.2998972099306969,0.21442615169438356,27
672a89bc5e3d67a9fdbdf803,VA,SS3_D3,1.467077777777778,0.438157594877366,0.29866009935823246,27
672a89bc5e3d67a9fdbdf803,VA,SS3_D1,1.4648,0.3422044508095214,0.23361854915996816,27
660e2337aad9e33736f08e84,VA,SS5_D3,2.377928571428572,1.5601710003280251,0.6561050735812186,28
660e2337aad9e33736f08e84,VA,SS5_D1,1.7667407407407412,0.8582466290952014,0.4857796106152873,27
660e2337aad9e33736f08e84,VA,SS3_D3,1.3188888888888888,0.9533239958301905,0.7228235857179204,27
660e2337aad9e33736f08e84,VA,SS3_D1,1.0436296296296297,0.5457443151786903,0.5229291117121384,27
677d3cc83d0aa6a39541f5d6,VA,SS5_D3,1.106851851851852,0.4113674497896482,0.37165538378184704,27
677d3cc83d0aa6a39541f5d6,VA,SS5_D1,1.3581629629629628,0.658463545599292,0.4848192474361034,27
677d3cc83d0aa6a39541f5d6,VA,SS3_D3,1.0898076923076925,0.2928996810146121,0.26876272124157097,26
677d3cc83d0aa6a39541f5d6,VA,SS3_D1,2.052325925925926,1.2872641551256003,0.6272220892716341,27
66e7a85e45c1132f1e2d12b6,VA,SS5_D3,1.66767037037037,0.639634513317395,0.3835497258222197,27
66e7a85e45c1132f1e2d12b6,VA,SS5_D1,1.2977629629629628,0.5746516785431167,0.4428017249244898,27
66e7a85e45c1132f1e2d12b6,VA,SS3_D3,1.7964629629629632,1.0312535680677288,0.5740466624298504,27
66e7a85e45c1132f1e2d12b6,VA,SS3_D1,1.3224884615384616,0.5153150270092446,0.3896555939775644,26
667af5cc382d3037050e3632,VA,SS5_D3,0.9337333333333332,0.2796031982319559,0.2994465210252277,27
667af5cc382d3037050e3632,VA,SS5_D1,1.057625,0.319429567527978,0.30202535636731165,28
667af5cc382d3037050e3632,VA,SS3_D3,0.8318185185185185,0.1614311475927289,0.19407015352367993,27
667af5cc382d3037050e3632,VA,SS3_D1,0.7982074074074075,0.1330759439797323,0.1667185029163854,27
65d563ecf8df20ade2f17888,VA,SS5_D3,1.3406923076923074,0.5241751157184604,0.39097346401629396,26
65d563ecf8df20ade2f17888,VA,SS5_D1,1.2352999999999998,0.3872061187533069,0.3134510796999166,26
65d563ecf8df20ade2f17888,VA,SS3_D3,1.353340740740741,0.5900422920039514,0.43598945501411285,27
65d563ecf8df20ade2f17888,VA,SS3_D1,1.0433846153846154,0.2049697747323887,0.1964469973106055,26
5d27851db6eb920018a5fb27,VA,SS5_D3,2.0405,0.6511270634830041,0.3191017218735624,26
5d27851db6eb920018a5fb27,VA,SS5_D1,1.595103846153846,0.6065288520627978,0.380244116096438,26
5d27851db6eb920018a5fb27,VA,SS3_D3,1.6076111111111109,0.7417066548136613,0.46137193857849484,27
5d27851db6eb920018a5fb27,VA,SS3_D1,1.8601851851851856,0.8945618883452234,0.4808993725300354,27
5eddaa6d115bb4ac7e59f153,VA,SS5_D3,1.3919185185185186,0.514204015959123,0.3694210610161387,27
5eddaa6d115bb4ac7e59f153,VA,SS5_D1,1.349574074074074,0.5052875438740816,0.37440519463205685,27
5eddaa6d115bb4ac7e59f153,VA,SS3_D3,1.3094259259259258,0.515806237914224,0.39391784422588494,27
5eddaa6d115bb4ac7e59f153,VA,SS3_D1,0.9723807692307692,0.2178112210502127,0.2239978699111036,26
653ed34dfa601f3952c72ed4,VA,SS5_D3,1.7661481481481482,0.59646291158821,0.33771963706080754,27
653ed34dfa601f3952c72ed4,VA,SS5_D1,1.3975769230769233,0.3473457543229136,0.24853426569050147,26
653ed34dfa601f3952c72ed4,VA,SS3_D3,1.8057851851851847,0.7502988797824831,0.41549730606829594,27
653ed34dfa601f3952c72ed4,VA,SS3_D1,1.5212115384615386,0.6117877326831084,0.4021713727611043,26
5df967d2f6191f6e87b236e6,VA,SS5_D3,0.9368703703703704,0.2283383417630257,0.2437245845150993,27
5df967d2f6191f6e87b236e6,VA,SS5_D1,1.0875037037037036,0.2073664361267484,0.1906811309428391,27
5df967d2f6191f6e87b236e6,VA,SS3_D3,0.986825925925926,0.2066834379740271,0.20944265097220538,27
5df967d2f6191f6e87b236e6,VA,SS3_D1,1.0290296296296295,0.2917385563174076,0.2835084121167733,27
678434b875eab5b07a505724,VA,SS5_D3,2.056140740740741,0.8614454865824512,0.4189623159123382,27
678434b875eab5b07a505724,VA,SS5_D1,2.092103703703704,1.1978479858869602,0.5725566967671725,27
678434b875eab5b07a505724,VA,SS3_D3,2.2302148148148144,1.1113789894692172,0.4983282247461442,27
678434b875eab5b07a505724,VA,SS3_D1,1.722411111111111,0.7488177447628995,0.4347497179577786,27
5e4e844553bc702cdf68404d,VA,SS5_D3,1.3040142857142858,0.2530922781711075,0.19408704409436275,28
5e4e844553bc702cdf68404d,VA,SS5_D1,1.255062962962963,0.2460456573454924,0.19604248121913007,27
5e4e844553bc702cdf68404d,VA,SS3_D3,1.2056928571428571,0.2383753745804067,0.19770820832868438,28
5e4e844553bc702cdf68404d,VA,SS3_D1,1.1031035714285715,0.1695244098716407,0.15367950413948758,28
6500aa732c4f0eb077f8c809,VA,SS5_D3,1.0650074074074074,0.1684713509676529,0.15818796169481097,27
6500aa732c4f0eb077f8c809,VA,SS5_D1,1.1407678571428572,0.2273704239106576,0.19931349089737213,28
6500aa732c4f0eb077f8c809,VA,SS3_D3,0.9954333333333332,0.1902124419614108,0.19108506375254747,27
6500aa732c4f0eb077f8c809,VA,SS3_D1,0.9640814814814817,0.1538201798230574,0.1595510159438863,27
630386f64c5bbd56ab1c3b0f,VA,SS5_D3,1.2311,0.3362547367696104,0.2731335689786454,26
630386f64c5bbd56ab1c3b0f,VA,SS5_D1,1.0760357142857142,0.3586024046254774,0.33326254869107397,28
630386f64c5bbd56ab1c3b0f,VA,SS3_D3,1.2338107142857144,0.4996876048828357,0.40499535228312394,28
630386f64c5bbd56ab1c3b0f,VA,SS3_D1,1.1541285714285714,0.5169380777138363,0.4479033710030888,28
66c9071f0a3b0e1d3a041c01,VA,SS5_D3,0.9447428571428572,0.2969059976298415,0.31427175700249355,28
66c9071f0a3b0e1d3a041c01,VA,SS5_D1,0.7991555555555555,0.1732771952977552,0.21682536534116525,27
66c9071f0a3b0e1d3a041c01,VA,SS3_D3,1.1103814814814816,0.5104986356020621,0.45975067498509603,27
66c9071f0a3b0e1d3a041c01,VA,SS3_D1,0.8196423076923077,0.1934639029340138,0.23603454960580172,26
5e7987df47422a5443426cd7,VA,SS5_D3,0.8247962962962961,0.1439044834964163,0.17447275665835518,27
5e7987df47422a5443426cd7,VA,SS5_D1,0.821137037037037,0.1494009374601114,0.1819439761226758,27
5e7987df47422a5443426cd7,VA,SS3_D3,0.7729615384615385,0.1166637907044789,0.15093091298783157,26
5e7987df47422a5443426cd7,VA,SS3_D1,0.815948148148148,0.1867518043788237,0.22887704911478765,27
671d2abf2ba7384f9b45678a,VA,SS5_D3,1.392522222222222,0.487509148895085,0.35009074980297666,27
671d2abf2ba7384f9b45678a,VA,SS5_D1,1.854988,0.78446441300206,0.4228946025537955,25
671d2abf2ba7384f9b45678a,VA,SS3_D3,1.8215692307692304,0.9081015594168884,0.49852706341191666,26
671d2abf2ba7384f9b45678a,VA,SS3_D1,1.671733333333333,0.9224162321775432,0.5517723513583965,27
66370a20a4b5b1a460904760,VA,SS5_D3,1.3952892857142858,0.3911246295068597,0.2803179480494847,28
66370a20a4b5b1a460904760,VA,SS5_D1,1.2591035714285712,0.3925212100729626,0.3117465623797814,28
66370a20a4b5b1a460904760,VA,SS3_D3,1.1449037037037038,0.3101370906321186,0.2708848697308265,27
66370a20a4b5b1a460904760,VA,SS3_D1,1.013075,0.2837719371516761,0.2801095053689767,28
678d4b5574c6a54d8f4cafd8,VA,SS5_D3,1.4264185185185183,0.5535576504178967,0.3880751989905621,27
678d4b5574c6a54d8f4cafd8,VA,SS5_D1,1.2473370370370374,0.3627420509102514,0.29081318051127547,27
678d4b5574c6a54d8f4cafd8,VA,SS3_D3,1.2914964285714288,0.4737239636016698,0.36680237987624414,28
678d4b5574c6a54d8f4cafd8,VA,SS3_D1,1.1817964285714286,0.2985564795281689,0.2526293634928885,28
5b19f4854c72120001f1e1b3,VA,SS5_D3,1.4316962962962962,0.3634922340525643,0.2538892047097521,27
5b19f4854c72120001f1e1b3,VA,SS5_D1,1.3900607142857144,0.3734259005670144,0.26863999300843494,28
5b19f4854c72120001f1e1b3,VA,SS3_D3,1.5237428571428568,0.3841968857033161,0.2521402373781865,28
5b19f4854c72120001f1e1b3,VA,SS3_D1,1.3349592592592596,0.3532641877593543,0.26462544479100664,27
67856f922cc646ac823a1660,VA,SS5_D3,1.586103846153846,0.6774607982640881,0.4271225997634817,26
67856f922cc646ac823a1660,VA,SS5_D1,1.3895777777777778,0.3858168949258915,0.277650449723579,27
67856f922cc646ac823a1660,VA,SS3_D3,1.1559814814814813,0.2491425264583076,0.21552466925249686,27
67856f922cc646ac823a1660,VA,SS3_D1,1.0741518518518518,0.2517077034522543,0.23433158265128615,27
6736142695794b6108842ed2,VA,SS5_D3,1.9979592593703703,0.7469999213453782,0.3738814582139102,27
6736142695794b6108842ed2,VA,SS5_D1,1.4572185186666669,0.5924322902198385,0.40655006962298634,27
6736142695794b6108842ed2,VA,SS3_D3,1.750237037111111,0.5970432655372516,0.34112137549249527,27
6736142695794b6108842ed2,VA,SS3_D1,1.371400000148148,0.437393047948788,0.31893907532560734,27
66e2a683a6aed2b156557f9d,VA,SS5_D3,1.6434592592592594,0.4740250003624924,0.28843124506545126,27
66e2a683a6aed2b156557f9d,VA,SS5_D1,1.5132999999999996,0.5217200243867911,0.34475650854872875,27
66e2a683a6aed2b156557f9d,VA,SS3_D3,1.5099444444444443,0.483339353101328,0.32010406401353636,27
66e2a683a6aed2b156557f9d,VA,SS3_D1,1.1122576923076926,0.255872576370469,0.23004792696878465,26
664f98c80beb5400a141ac91,VA,SS5_D3,1.0106296296296295,0.4326645661255689,0.4281138742034801,27
664f98c80beb5400a141ac91,VA,SS5_D1,0.9395925925925924,0.3495721846067164,0.37204655226383954,27
664f98c80beb5400a141ac91,VA,SS3_D3,0.7726923076923077,0.2321833360481788,0.30048614919127176,26
664f98c80beb5400a141ac91,VA,SS3_D1,0.8296785714285716,0.2837416735370173,0.3419898781385426,28
5b68c9eb87af310001584803,VA,SS5_D3,1.1048464285714286,0.3162332150218708,0.28622368398363,28
5b68c9eb87af310001584803,VA,SS5_D1,0.977077777777778,0.2138599044186374,0.21887705286372472,27
5b68c9eb87af310001584803,VA,SS3_D3,1.0818148148148146,0.4194478739996772,0.38772613228769515,27
5b68c9eb87af310001584803,VA,SS3_D1,0.9164444444444444,0.314936941592261,0.3436508819508183,27
666640831e2f8d963f8c528f,VA,SS5_D3,0.8014333333333334,0.191379693079169,0.2387967721322243,27
666640831e2f8d963f8c528f,VA,SS5_D1,0.8077444444444445,0.1496073536174283,0.18521619634329542,27
666640831e2f8d963f8c528f,VA,SS3_D3,0.6914,0.1440717769831306,0.20837688311126784,27
