PROLIFIC_PID,Sex,task,measure,condition,value,z_score_within_gender
6699571ba83beb19c5acbfef,Female,VA,mean_rt,SS5_D3,1.208925925925926,-0.4973925106687067
6699571ba83beb19c5acbfef,Female,VA,d_prime,SS5_D1,1.4260768722728472,
6699571ba83beb19c5acbfef,Female,VA,mean_rt,SS5_D1,1.016259259259259,-0.8963046034769936
6699571ba83beb19c5acbfef,Female,VA,d_prime,SS3_D3,2.7889012713049075,1.0892794050738581
6699571ba83beb19c5acbfef,Female,VA,mean_rt,SS3_D3,1.2065,-0.31088224567430617
6699571ba83beb19c5acbfef,Female,VA,d_prime,SS3_D1,2.233470390034648,0.22022037371622488
6699571ba83beb19c5acbfef,Female,VA,mean_rt,SS3_D1,1.1257692307692309,-0.3361397030972069
669adbdb7e97d6e53cb2d924,Male,VA,d_prime,SS5_D3,2.870313614617332,2.5825697782791885
669adbdb7e97d6e53cb2d924,Male,VA,mean_rt,SS5_D3,1.186785714285714,-0.32307002958470055
669adbdb7e97d6e53cb2d924,Male,VA,d_prime,SS5_D1,1.719458104394041,0.6454400034862466
669adbdb7e97d6e53cb2d924,Male,VA,mean_rt,SS5_D1,1.052769230769231,-0.5137454505298629
669adbdb7e97d6e53cb2d924,Male,VA,d_prime,SS3_D3,2.836395562396848,0.7838931169805201
669adbdb7e97d6e53cb2d924,Male,VA,mean_rt,SS3_D3,0.9806666666666668,-0.7025687086630044
669adbdb7e97d6e53cb2d924,Male,VA,d_prime,SS3_D1,2.1351410477562838,-0.25278763377746627
669adbdb7e97d6e53cb2d924,Male,VA,mean_rt,SS3_D1,0.8581428571428572,-0.958945085986478
67343fb98c1f4f89ea821878,Female,VA,d_prime,SS5_D3,0.1968226168315542,-1.171479009761099
67343fb98c1f4f89ea821878,Female,VA,mean_rt,SS5_D3,1.6648769230769234,0.8240612610926861
67343fb98c1f4f89ea821878,Female,VA,d_prime,SS5_D1,0.5563035475834245,
67343fb98c1f4f89ea821878,Female,VA,mean_rt,SS5_D1,1.2693185185185183,-0.035304783459217746
67343fb98c1f4f89ea821878,Female,VA,d_prime,SS3_D3,1.792183229073417,-0.11673591863361377
67343fb98c1f4f89ea821878,Female,VA,mean_rt,SS3_D3,1.184388888888889,-0.3825881183457887
67343fb98c1f4f89ea821878,Female,VA,d_prime,SS3_D1,0.7957834554945489,-1.588859342001011
67343fb98c1f4f89ea821878,Female,VA,mean_rt,SS3_D1,1.291019230769231,0.19972474967169881
676fac81dc17021dfb5fad67,Female,VA,d_prime,SS5_D3,0.7014641670775721,-0.3899231648393379
676fac81dc17021dfb5fad67,Female,VA,mean_rt,SS5_D3,1.8733,1.4281206070379326
676fac81dc17021dfb5fad67,Female,VA,d_prime,SS5_D1,0.7741892917569484,
676fac81dc17021dfb5fad67,Female,VA,mean_rt,SS5_D1,1.6804888888888891,1.3636466555112108
676fac81dc17021dfb5fad67,Female,VA,d_prime,SS3_D3,3.2288199630120378,1.6215750603188757
676fac81dc17021dfb5fad67,Female,VA,mean_rt,SS3_D3,1.5064148148148149,0.6617352503589732
676fac81dc17021dfb5fad67,Female,VA,d_prime,SS3_D1,2.7701646568408917,0.895557047017424
676fac81dc17021dfb5fad67,Female,VA,mean_rt,SS3_D1,1.456607692307692,0.7366867486257223
612039d9400fae9545b3c5a8,Male,VA,d_prime,SS5_D3,1.3876353969964748,0.29403393600431293
612039d9400fae9545b3c5a8,Male,VA,mean_rt,SS5_D3,1.238359649122807,-0.17905977126411474
612039d9400fae9545b3c5a8,Male,VA,d_prime,SS5_D1,1.8166027952519683,0.7851688129401907
612039d9400fae9545b3c5a8,Male,VA,mean_rt,SS5_D1,1.0988072727818183,-0.36076383503809684
612039d9400fae9545b3c5a8,Male,VA,d_prime,SS3_D3,2.770762304038371,0.7030118503107029
612039d9400fae9545b3c5a8,Male,VA,mean_rt,SS3_D3,0.963339215764706,-0.7554900098672238
612039d9400fae9545b3c5a8,Male,VA,d_prime,SS3_D1,2.989465387366056,0.8039742560782919
612039d9400fae9545b3c5a8,Male,VA,mean_rt,SS3_D1,0.9109056604150944,-0.7692583539479438
6110b58d7063061e373e2fbc,Female,VA,d_prime,SS5_D3,0.6824145931660605,-0.4194258996548774
6110b58d7063061e373e2fbc,Female,VA,mean_rt,SS5_D3,1.3708666666666665,-0.02804996291501497
6110b58d7063061e373e2fbc,Female,VA,d_prime,SS5_D1,1.3655580393216755,
6110b58d7063061e373e2fbc,Female,VA,mean_rt,SS5_D1,1.217226923076923,-0.2125393744041892
6110b58d7063061e373e2fbc,Female,VA,d_prime,SS3_D3,1.9920256942057104,0.12507075593749434
6110b58d7063061e373e2fbc,Female,VA,mean_rt,SS3_D3,1.496196296296296,0.6285968076955515
6110b58d7063061e373e2fbc,Female,VA,d_prime,SS3_D1,1.246064502480142,-1.0222587220029333
6110b58d7063061e373e2fbc,Female,VA,mean_rt,SS3_D1,1.3045444444444445,0.2435836375667113
67358110193306101974db30,Female,VA,d_prime,SS5_D3,1.4652337926855226,0.7929533041644332
67358110193306101974db30,Female,VA,mean_rt,SS5_D3,1.5712178571428568,0.5526151479981387
67358110193306101974db30,Female,VA,d_prime,SS5_D1,1.2779989181260665,
67358110193306101974db30,Female,VA,mean_rt,SS5_D1,1.249773076923077,-0.1018054985292873
67358110193306101974db30,Female,VA,d_prime,SS3_D3,3.234058831204229,1.6279140198349702
67358110193306101974db30,Female,VA,mean_rt,SS3_D3,1.4718888888888892,0.5497683918927155
67358110193306101974db30,Female,VA,d_prime,SS3_D1,2.485310025471724,0.537116886536367
67358110193306101974db30,Female,VA,mean_rt,SS3_D1,1.2784666666666666,0.1590199212682662
60fdc934e81b93f92f561d76,Female,VA,d_prime,SS5_D3,1.5860250547190646,0.9800269147535084
60fdc934e81b93f92f561d76,Female,VA,mean_rt,SS5_D3,1.2050666666666667,-0.5085775562903183
60fdc934e81b93f92f561d76,Female,VA,d_prime,SS5_D1,1.8313401494860924,
60fdc934e81b93f92f561d76,Female,VA,mean_rt,SS5_D1,1.2055035714285711,-0.25242648894321895
60fdc934e81b93f92f561d76,Female,VA,d_prime,SS3_D3,2.485310025471724,0.7219381118445884
60fdc934e81b93f92f561d76,Female,VA,mean_rt,SS3_D3,1.172659259259259,-0.4206270628601256
60fdc934e81b93f92f561d76,Female,VA,d_prime,SS3_D1,2.836395562396848,0.9788971573824062
60fdc934e81b93f92f561d76,Female,VA,mean_rt,SS3_D1,0.9101111111111112,-1.0354650905451306
67147a6a2c208253099ab82b,Female,VA,d_prime,SS5_D3,0.4626649720902088,-0.75975974788328
67147a6a2c208253099ab82b,Female,VA,mean_rt,SS5_D3,0.9458518518518518,-1.259843365278184
67147a6a2c208253099ab82b,Female,VA,d_prime,SS5_D1,1.0200762327862014,
67147a6a2c208253099ab82b,Female,VA,mean_rt,SS5_D1,0.9219888888888887,-1.2170467575459045
67147a6a2c208253099ab82b,Female,VA,d_prime,SS3_D3,1.859209131621516,-0.035635484876684595
67147a6a2c208253099ab82b,Female,VA,mean_rt,SS3_D3,1.019164285714286,-0.9184080641594038
67147a6a2c208253099ab82b,Female,VA,d_prime,SS3_D1,0.7014641670775721,-1.7075438117396329
67147a6a2c208253099ab82b,Female,VA,mean_rt,SS3_D1,0.9341214285714288,-0.9576056313821608
6655fd511b6c8d1fd05de12d,Female,VA,d_prime,SS5_D3,1.0683510453062186,0.17828724899778498
6655fd511b6c8d1fd05de12d,Female,VA,mean_rt,SS5_D3,2.171411111111111,2.292117077367607
6655fd511b6c8d1fd05de12d,Female,VA,d_prime,SS5_D1,0.9716509775360797,
6655fd511b6c8d1fd05de12d,Female,VA,mean_rt,SS5_D1,2.520110714285714,4.220346081036031
6655fd511b6c8d1fd05de12d,Female,VA,d_prime,SS3_D3,2.822819323525392,1.1303197886076342
6655fd511b6c8d1fd05de12d,Female,VA,mean_rt,SS3_D3,2.166859259259259,2.8035428240237694
6655fd511b6c8d1fd05de12d,Female,VA,d_prime,SS3_D1,2.201549710061652,0.18005373293811885
6655fd511b6c8d1fd05de12d,Female,VA,mean_rt,SS3_D1,1.931588888888889,2.2769320677271017
5e968e6744b6d010b16540a4,Male,VA,d_prime,SS5_D3,1.8313401494860924,0.9788988091725339
5e968e6744b6d010b16540a4,Male,VA,mean_rt,SS5_D3,1.655285714285714,0.9851257913529256
5e968e6744b6d010b16540a4,Male,VA,d_prime,SS5_D1,1.1641291391677808,-0.15332166306574335
5e968e6744b6d010b16540a4,Male,VA,mean_rt,SS5_D1,1.3255925925925929,0.39282999905639604
5e968e6744b6d010b16540a4,Male,VA,d_prime,SS3_D3,3.1857372178398284,1.214394303413078
5e968e6744b6d010b16540a4,Male,VA,mean_rt,SS3_D3,1.339423076923077,0.39314099229338917
5e968e6744b6d010b16540a4,Male,VA,d_prime,SS3_D1,3.571568129257897,1.5240099206279147
5e968e6744b6d010b16540a4,Male,VA,mean_rt,SS3_D1,1.224185185185185,0.35700798488951296
6612a3d099bbffc5cc1eebff,Male,VA,d_prime,SS5_D3,0.6625074372225022,-0.8252118359078394
6612a3d099bbffc5cc1eebff,Male,VA,mean_rt,SS5_D3,1.069996296296296,-0.6491819368280187
6612a3d099bbffc5cc1eebff,Male,VA,d_prime,SS5_D1,0.3223898535806504,-1.3640438055419954
6612a3d099bbffc5cc1eebff,Male,VA,mean_rt,SS5_D1,0.9579333333333332,-0.8288793737403317
6612a3d099bbffc5cc1eebff,Male,VA,d_prime,SS3_D3,1.085019839864568,-1.374364607776807
6612a3d099bbffc5cc1eebff,Male,VA,mean_rt,SS3_D3,0.880774074074074,-1.0076595157628978
6612a3d099bbffc5cc1eebff,Male,VA,d_prime,SS3_D1,0.5651683005047862,-2.194775343229062
6612a3d099bbffc5cc1eebff,Male,VA,mean_rt,SS3_D1,0.8206629629629627,-1.0936884696435614
673a37f0ad04c995c8322ca6,Male,VA,d_prime,SS5_D3,2.930467585371045,2.675418325245723
673a37f0ad04c995c8322ca6,Male,VA,mean_rt,SS5_D3,2.0095392857142858,1.974310512153537
673a37f0ad04c995c8322ca6,Male,VA,d_prime,SS5_D1,2.822819323525392,2.2324680560264425
673a37f0ad04c995c8322ca6,Male,VA,mean_rt,SS5_D1,1.3930814814814814,0.6170914749711098
673a37f0ad04c995c8322ca6,Male,VA,d_prime,SS3_D3,3.196898188807768,1.2281482064148388
673a37f0ad04c995c8322ca6,Male,VA,mean_rt,SS3_D3,1.3310846153846152,0.3676737589909532
673a37f0ad04c995c8322ca6,Male,VA,d_prime,SS3_D1,3.234058831204229,1.1065256618767263
673a37f0ad04c995c8322ca6,Male,VA,mean_rt,SS3_D1,1.0271518518518516,-0.3513434821434195
66f8367b5310ebb97346b93c,Male,VA,d_prime,SS5_D3,0.5651683005047862,-0.9754562386293149
66f8367b5310ebb97346b93c,Male,VA,mean_rt,SS5_D3,1.0702925925925924,-0.6483545866112111
66f8367b5310ebb97346b93c,Male,VA,d_prime,SS5_D1,1.2475828936708466,-0.03328531668188409
66f8367b5310ebb97346b93c,Male,VA,mean_rt,SS5_D1,0.8869821428571429,-1.0646458673966843
66f8367b5310ebb97346b93c,Male,VA,d_prime,SS3_D3,2.034992089979843,-0.2036935057748193
66f8367b5310ebb97346b93c,Male,VA,mean_rt,SS3_D3,0.9319461538461538,-0.8513703384230196
66f8367b5310ebb97346b93c,Male,VA,d_prime,SS3_D1,2.031182614618386,-0.38137967449987936
66f8367b5310ebb97346b93c,Male,VA,mean_rt,SS3_D1,0.8244642857142858,-1.0800223934420794
610341bbc7f7114aea9a2cea,Female,VA,d_prime,SS5_D3,0.9710119085885024,0.027534757047247605
610341bbc7f7114aea9a2cea,Female,VA,mean_rt,SS5_D3,1.006125925925926,-1.0851548504546633
610341bbc7f7114aea9a2cea,Female,VA,d_prime,SS5_D1,-0.2695477415109305,
610341bbc7f7114aea9a2cea,Female,VA,mean_rt,SS5_D1,1.2464407407407407,-0.11314332059368702
610341bbc7f7114aea9a2cea,Female,VA,d_prime,SS3_D3,1.3022647393089928,-0.7095306519372289
610341bbc7f7114aea9a2cea,Female,VA,mean_rt,SS3_D3,1.0353666666666668,-0.8658640802904767
610341bbc7f7114aea9a2cea,Female,VA,d_prime,SS3_D1,0.7957834554945488,-1.588859342001011
610341bbc7f7114aea9a2cea,Female,VA,mean_rt,SS3_D1,1.1358653846153848,-0.30340039927971857
671eff2e0b8f048504452726,Female,VA,d_prime,SS5_D3,0.6824145931660605,-0.4194258996548774
671eff2e0b8f048504452726,Female,VA,mean_rt,SS5_D3,2.050811111111112,1.9425897687966707
671eff2e0b8f048504452726,Female,VA,d_prime,SS5_D1,0.7968336560960271,
671eff2e0b8f048504452726,Female,VA,mean_rt,SS5_D1,1.6937423076923075,1.4087396160998318
671eff2e0b8f048504452726,Female,VA,d_prime,SS3_D3,2.89131066495837,1.2131933835558304
671eff2e0b8f048504452726,Female,VA,mean_rt,SS3_D3,1.7576222222222226,1.4763956389378694
671eff2e0b8f048504452726,Female,VA,d_prime,SS3_D1,3.234058831204229,1.479287427337369
671eff2e0b8f048504452726,Female,VA,mean_rt,SS3_D1,1.6460666666666668,1.3510548552340738
673e759016f888e8212c0c1f,Female,VA,d_prime,SS5_D3,0.4733936019138982,-0.7431439473361025
673e759016f888e8212c0c1f,Female,VA,mean_rt,SS5_D3,1.536525925925926,0.45206973052399335
673e759016f888e8212c0c1f,Female,VA,d_prime,SS5_D1,1.3686751773958834,
673e759016f888e8212c0c1f,Female,VA,mean_rt,SS5_D1,1.7471037037037038,1.5902945313248056
673e759016f888e8212c0c1f,Female,VA,d_prime,SS3_D3,2.4936473961509886,0.732026217379541
673e759016f888e8212c0c1f,Female,VA,mean_rt,SS3_D3,1.6557925925925927,1.1461642715627005
673e759016f888e8212c0c1f,Female,VA,d_prime,SS3_D1,2.031182614618386,-0.03432371543917186
673e759016f888e8212c0c1f,Female,VA,mean_rt,SS3_D1,2.0507464285714283,2.6633301905426725
6646abc0720d1baaa7e0af4c,Female,VA,d_prime,SS5_D3,0.3223898535806504,-0.9770086817350228
6646abc0720d1baaa7e0af4c,Female,VA,mean_rt,SS5_D3,0.9949111111111112,-1.1176580348522067
6646abc0720d1baaa7e0af4c,Female,VA,d_prime,SS5_D1,1.967636016058878,
6646abc0720d1baaa7e0af4c,Female,VA,mean_rt,SS5_D1,1.0619592592592593,-0.7408165494536437
6646abc0720d1baaa7e0af4c,Female,VA,d_prime,SS3_D3,0.385936452140158,-1.8182754614503405
6646abc0720d1baaa7e0af4c,Female,VA,mean_rt,SS3_D3,1.0480821428571427,-0.8246280559183968
6646abc0720d1baaa7e0af4c,Female,VA,d_prime,SS3_D1,0.4982573756221813,-1.963244323225137
6646abc0720d1baaa7e0af4c,Female,VA,mean_rt,SS3_D1,0.9316259259259262,-0.9656979228164458
67851f4cba98f2087f182764,Male,VA,d_prime,SS5_D3,1.1166348480758406,-0.12425943480963
67851f4cba98f2087f182764,Male,VA,mean_rt,SS5_D3,1.867376923076923,1.5773495544228704
67851f4cba98f2087f182764,Male,VA,d_prime,SS5_D1,0.2892363843700191,-1.4117303516739346
67851f4cba98f2087f182764,Male,VA,mean_rt,SS5_D1,1.6394185185185184,1.435654477087432
67851f4cba98f2087f182764,Male,VA,d_prime,SS3_D3,1.758615024806716,-0.5442788685736155
67851f4cba98f2087f182764,Male,VA,mean_rt,SS3_D3,2.057603703703704,2.5866000004266536
67851f4cba98f2087f182764,Male,VA,d_prime,SS3_D1,2.870313614617332,0.6565887179264472
67851f4cba98f2087f182764,Male,VA,mean_rt,SS3_D1,1.9349571428571424,2.9122931766140954
664ba1d1d71301161344e2a5,Male,VA,d_prime,SS5_D3,1.029697149497323,-0.2584490633327246
664ba1d1d71301161344e2a5,Male,VA,mean_rt,SS5_D3,0.9122846153846154,-1.0895613645371092
664ba1d1d71301161344e2a5,Male,VA,d_prime,SS5_D1,1.811714840529576,0.7781381858622423
664ba1d1d71301161344e2a5,Male,VA,mean_rt,SS5_D1,1.0999,-0.35713276890623213
664ba1d1d71301161344e2a5,Male,VA,d_prime,SS3_D3,2.485310025471724,0.351242908135766
664ba1d1d71301161344e2a5,Male,VA,mean_rt,SS3_D3,1.1110703703703704,-0.3042912170171582
664ba1d1d71301161344e2a5,Male,VA,d_prime,SS3_D1,2.087646756664343,-0.31153599723226844
664ba1d1d71301161344e2a5,Male,VA,mean_rt,SS3_D1,1.0649148148148149,-0.21558244231432822
6668d4917e343a318af11adf,Male,VA,d_prime,SS5_D3,1.3686751773958834,0.26476855554773454
6668d4917e343a318af11adf,Male,VA,mean_rt,SS5_D3,1.2093703703703704,-0.26000673671968255
6668d4917e343a318af11adf,Male,VA,d_prime,SS5_D1,0.9710119085885026,-0.43109330941694807
6668d4917e343a318af11adf,Male,VA,mean_rt,SS5_D1,1.177851851851852,-0.09810350298717775
6668d4917e343a318af11adf,Male,VA,d_prime,SS3_D3,2.485310025471724,0.351242908135766
