PROLIFIC_PID,total_score,familiar_person_score,sunrise_score,shop_front_score,countryside_score,driving_score,beach_score,railway_station_score,garden_score,total_score_z,familiar_person_z,sunrise_z,shop_front_z,countryside_z,driving_z,beach_z,railway_station_z,garden_z,excluded,exclusion_reason
674dc32400f538862eb27f89,142.0,18,16,19,15,19,17,18.0,20.0,1.1387053130050708,0.9603316252239874,0.22262293372288566,1.0924157188960575,0.15297926765334652,1.4223505249624355,0.858458338338341,0.9641430223806795,1.4808898321341535,False,
66505efb53953d2da6e1a8cd,111.0,14,17,12,16,11,11,13.0,17.0,-0.24991713623530096,-0.26698016136932456,0.5161497470218955,-0.9213054592331322,0.4375059248830004,-0.6929752195495403,-0.8780029239747651,-0.29329282997894657,0.595575258575692,False,
676af7a57cae28cecaf83c68,142.0,18,20,20,17,17,20,14.0,16.0,1.1387053130050708,0.9603316252239874,1.3967301869189255,1.380090172914513,0.7220325821126542,0.8935190888344416,1.726688969494894,-0.04180565950702135,0.30047040072287157,False,
6111ec391b7048bb53089f5d,130.0,15,13,18,20,15,19,16.0,14.0,0.6011740423313785,0.03984778527900344,-0.6579575061741442,0.8047412648776018,1.5756125538016157,0.36468765270644765,1.4372787591093763,0.46116868143682904,-0.28973931498276934,False,
678d4b5574c6a54d8f4cafd8,116.0,13,16,15,13,14,17,12.0,16.0,-0.025945773454595835,-0.5738081080176526,0.22262293372288566,-0.05828209717776525,-0.4160740468059612,0.10027193464245067,0.858458338338341,-0.5447800004508717,0.30047040072287157,False,
67822f906480ae6f11bf6942,116.0,14,14,15,15,16,15,14.0,13.0,-0.025945773454595835,-0.26698016136932456,-0.3644306928751342,-0.05828209717776525,0.15297926765334652,0.6291033707704446,0.2796379175673056,-0.04180565950702135,-0.5848441728355898,False,
678a7c0fa6dada0f1ffae746,131.0,18,17,18,11,17,15,18.0,17.0,0.6459683148875196,0.9603316252239874,0.5161497470218955,0.8047412648776018,-0.9851273612652689,0.8935190888344416,0.2796379175673056,0.9641430223806795,0.595575258575692,False,
6701b597d540eba733ee58c9,157.0,20,20,20,20,20,20,17.0,20.0,1.8106194013471864,1.5739875185206433,1.3967301869189255,1.380090172914513,1.5756125538016157,1.6867662430264325,1.726688969494894,0.7126558519087542,1.4808898321341535,True,Excluded by criteria
674ba6a23248254461461b54,82.0,14,10,11,10,9,8,8.0,12.0,-1.5489510403633908,-0.26698016136932456,-1.538537946071174,-1.208979913251588,-1.2696540184949228,-1.2218066556775342,-1.7462335551313182,-1.5507286823385726,-0.8799490306884102,False,
66c608b7c916342fbca4d075,160.0,20,20,20,20,20,20,20.0,20.0,1.9450022190156093,1.5739875185206433,1.3967301869189255,1.380090172914513,1.5756125538016157,1.6867662430264325,1.726688969494894,1.4671173633245298,1.4808898321341535,False,
66fb8a3730fd6deba2e671e3,79.0,10,14,11,8,10,9,8.0,9.0,-1.6833338580318138,-1.4942919479626364,-0.3644306928751342,-1.208979913251588,-1.8387073329542305,-0.9573909376135373,-1.4568233447458006,-1.5507286823385726,-1.7652636042468717,False,
5da6139c002c29001335b5a2,121.0,16,15,17,13,14,15,16.0,15.0,0.1980255893261093,0.3466757319273314,-0.07090387957612428,0.5170668108591461,-0.4160740468059612,0.10027193464245067,0.2796379175673056,0.46116868143682904,0.005365542870051119,False,
5e76d2652d882b2481d65066,86.0,15,11,12,10,9,11,6.0,12.0,-1.3697739501388266,0.03984778527900344,-1.245011132772164,-0.9213054592331322,-1.2696540184949228,-1.2218066556775342,-0.8780029239747651,-2.053703023282423,-0.8799490306884102,False,
5b68c9eb87af310001584803,136.0,17,19,19,17,16,17,16.0,15.0,0.8699396776682247,0.6535036785756594,1.1032033736199154,1.0924157188960575,0.7220325821126542,0.6291033707704446,0.858458338338341,0.46116868143682904,0.005365542870051119,False,
678a318061025ebe627384b6,144.0,16,20,18,19,16,18,19.0,18.0,1.2282938581173528,0.3466757319273314,1.3967301869189255,0.8047412648776018,1.291085896571962,0.6291033707704446,1.1478685487238587,1.2156301928526048,0.8906801164285125,False,
6612a3d099bbffc5cc1eebff,91.0,13,14,10,12,6,12,11.0,13.0,-1.1458025873581215,-0.5738081080176526,-0.3644306928751342,-1.4966543672700436,-0.700600704035615,-2.015053809869525,-0.5885927135892475,-0.796267170922797,-0.5848441728355898,False,
671c5ad0eb30c87c11b22ec4,107.0,13,15,14,15,14,14,10.0,12.0,-0.42909422645986506,-0.5738081080176526,-0.07090387957612428,-0.34595655119622093,0.15297926765334652,0.10027193464245067,-0.009772292818212064,-1.0477543413947221,-0.8799490306884102,False,
6727e10a76e80949064e1e6c,101.0,8,17,14,12,12,13,13.0,12.0,-0.6978598617967112,-2.1079478412592927,0.5161497470218955,-0.34595655119622093,-0.700600704035615,-0.42855950148554334,-0.29918250320372974,-0.29329282997894657,-0.8799490306884102,False,
67207ddb95109f11e89dcfb8,151.0,13,20,20,20,20,20,19.0,19.0,1.5418537660103402,-0.5738081080176526,1.3967301869189255,1.380090172914513,1.5756125538016157,1.6867662430264325,1.726688969494894,1.2156301928526048,1.185784974281333,False,
678dfec50cc874af0b76ab04,136.0,16,19,17,16,17,16,18.0,17.0,0.8699396776682247,0.3466757319273314,1.1032033736199154,0.5170668108591461,0.4375059248830004,0.8935190888344416,0.5690481279528233,0.9641430223806795,0.595575258575692,False,
676d800c5499f924389756b5,77.0,9,9,14,8,10,7,8.0,12.0,-1.772922403144096,-1.8011198946109646,-1.8320647593701838,-0.34595655119622093,-1.8387073329542305,-0.9573909376135373,-2.035643765516836,-1.5507286823385726,-0.8799490306884102,False,
6754d95f656838004bc46eed,95.0,14,12,12,12,12,10,10.0,13.0,-0.9666254971335574,-0.26698016136932456,-0.951484319473154,-0.9213054592331322,-0.700600704035615,-0.42855950148554334,-1.1674131343602827,-1.0477543413947221,-0.5848441728355898,False,
65de5ddcc637719fe458fc76,128.0,17,19,11,16,20,17,14.0,14.0,0.5115854972190965,0.6535036785756594,1.1032033736199154,-1.208979913251588,0.4375059248830004,1.6867662430264325,0.858458338338341,-0.04180565950702135,-0.28973931498276934,False,
6643d97ef7bef1480ec1166b,148.0,18,20,17,19,20,15,20.0,19.0,1.407470948341917,0.9603316252239874,1.3967301869189255,0.5170668108591461,1.291085896571962,1.6867662430264325,0.2796379175673056,1.4671173633245298,1.185784974281333,False,
6787a95f87a6e4a695780b13,85.0,9,8,11,13,11,10,13.0,10.0,-1.4145682226949676,-1.8011198946109646,-2.125591572669194,-1.208979913251588,-0.4160740468059612,-0.6929752195495403,-1.1674131343602827,-0.29329282997894657,-1.4701587463940513,False,
678b95e7567348686a870e6b,106.0,12,11,17,15,15,11,11.0,14.0,-0.4738884990160061,-0.8806360546659805,-1.245011132772164,0.5170668108591461,0.15297926765334652,0.36468765270644765,-0.8780029239747651,-0.796267170922797,-0.28973931498276934,False,
66a6bbb40b48d0e4f326767e,117.0,17,18,12,14,13,16,13.0,14.0,0.01884849910154519,0.6535036785756594,0.8096765603209055,-0.9213054592331322,-0.13154738957630735,-0.1641437834215463,0.5690481279528233,-0.29329282997894657,-0.28973931498276934,False,
65c181b4de219e8c75ae4fb8,92.0,18,12,10,8,12,10,8.0,14.0,-1.1010083148019805,0.9603316252239874,-0.951484319473154,-1.4966543672700436,-1.8387073329542305,-0.42855950148554334,-1.1674131343602827,-1.5507286823385726,-0.28973931498276934,False,
676fac81dc17021dfb5fad67,52.0,8,4,5,8,9,5,6.0,7.0,-2.8927792170476216,-2.1079478412592927,-3.2996988258652333,-2.9350266373623217,-1.8387073329542305,-1.2218066556775342,-2.6144641862878713,-2.053703023282423,-2.3554733199525124,False,
5cf398a1e55efc000127adae,82.0,13,13,8,10,8,9,10.0,11.0,-1.5489510403633908,-0.5738081080176526,-0.6579575061741442,-2.072003275306955,-1.2696540184949228,-1.4862223737415312,-1.4568233447458006,-1.0477543413947221,-1.1750538885412307,False,
653ed34dfa601f3952c72ed4,151.0,19,20,20,19,17,16,20.0,20.0,1.5418537660103402,1.2671595718723154,1.3967301869189255,1.380090172914513,1.291085896571962,0.8935190888344416,0.5690481279528233,1.4671173633245298,1.4808898321341535,False,
6779262b285a5b12c721ecee,123.0,11,10,20,14,15,15,20.0,18.0,0.28761413443839134,-1.1874640013143085,-1.538537946071174,1.380090172914513,-0.13154738957630735,0.36468765270644765,0.2796379175673056,1.4671173633245298,0.8906801164285125,False,
671050c226ff82aa6081d587,127.0,16,16,20,15,14,14,16.0,16.0,0.4667912246629555,0.3466757319273314,0.22262293372288566,1.380090172914513,0.15297926765334652,0.10027193464245067,-0.009772292818212064,0.46116868143682904,0.30047040072287157,False,
6733c03807f9f957e2eb1382,112.0,17,13,18,11,9,14,12.0,18.0,-0.20512286367915994,0.6535036785756594,-0.6579575061741442,0.8047412648776018,-0.9851273612652689,-1.2218066556775342,-0.009772292818212064,-0.5447800004508717,0.8906801164285125,False,
5d96eeed1998fb00177f6b71,109.0,14,14,14,13,13,13,14.0,14.0,-0.339505681347583,-0.26698016136932456,-0.3644306928751342,-0.34595655119622093,-0.4160740468059612,-0.1641437834215463,-0.29918250320372974,-0.04180565950702135,-0.28973931498276934,False,
610466e3fb619bdbdf8eb32d,126.0,16,16,15,11,16,15,19.0,18.0,0.4219969521068144,0.3466757319273314,0.22262293372288566,-0.05828209717776525,-0.9851273612652689,0.6291033707704446,0.2796379175673056,1.2156301928526048,0.8906801164285125,False,
676ef830be06454935800ec3,77.0,8,11,15,6,9,11,10.0,7.0,-1.772922403144096,-2.1079478412592927,-1.245011132772164,-0.05828209717776525,-2.407760647413538,-1.2218066556775342,-0.8780029239747651,-1.0477543413947221,-2.3554733199525124,False,
676eb8d5dd1b9e51d21ec734,105.0,11,14,14,13,11,13,15.0,14.0,-0.5186827715721471,-1.1874640013143085,-0.3644306928751342,-0.34595655119622093,-0.4160740468059612,-0.6929752195495403,-0.29918250320372974,0.20968151096490387,-0.28973931498276934,False,
6699571ba83beb19c5acbfef,125.0,16,19,16,18,10,16,10.0,20.0,0.3772026795506734,0.3466757319273314,1.1032033736199154,0.2293923568406904,1.0065592393423082,-0.9573909376135373,0.5690481279528233,-1.0477543413947221,1.4808898321341535,False,
67228eb9f3f694a42b636b7f,130.0,17,18,17,16,16,16,12.0,18.0,0.6011740423313785,0.6535036785756594,0.8096765603209055,0.5170668108591461,0.4375059248830004,0.6291033707704446,0.5690481279528233,-0.5447800004508717,0.8906801164285125,False,
66b435b1d2d981a3ab684c2d,130.0,16,15,16,17,15,15,18.0,18.0,0.6011740423313785,0.3466757319273314,-0.07090387957612428,0.2293923568406904,0.7220325821126542,0.36468765270644765,0.2796379175673056,0.9641430223806795,0.8906801164285125,False,
674d61ec8e80ca5159d6aa56,121.0,14,16,17,14,17,15,14.0,14.0,0.1980255893261093,-0.26698016136932456,0.22262293372288566,0.5170668108591461,-0.13154738957630735,0.8935190888344416,0.2796379175673056,-0.04180565950702135,-0.28973931498276934,False,
671eff2e0b8f048504452726,149.0,18,18,20,17,17,20,19.0,20.0,1.452265220898058,0.9603316252239874,0.8096765603209055,1.380090172914513,0.7220325821126542,0.8935190888344416,1.726688969494894,1.2156301928526048,1.4808898321341535,False,
605e42cc59833acecfd3f301,117.0,16,16,12,15,14,13,12.0,19.0,0.01884849910154519,0.3466757319273314,0.22262293372288566,-0.9213054592331322,0.15297926765334652,0.10027193464245067,-0.29918250320372974,-0.5447800004508717,1.185784974281333,False,
678e5e240021ccd474206641,122.0,17,10,20,16,15,13,16.0,15.0,0.24281986188225033,0.6535036785756594,-1.538537946071174,1.380090172914513,0.4375059248830004,0.36468765270644765,-0.29918250320372974,0.46116868143682904,0.005365542870051119,False,
67693470121578a6dff417d2,131.0,13,15,20,16,12,18,19.0,18.0,0.6459683148875196,-0.5738081080176526,-0.07090387957612428,1.380090172914513,0.4375059248830004,-0.42855950148554334,1.1478685487238587,1.2156301928526048,0.8906801164285125,False,
6786e77f621a9c066c534e78,111.0,15,18,16,10,14,14,13.0,11.0,-0.24991713623530096,0.03984778527900344,0.8096765603209055,0.2293923568406904,-1.2696540184949228,0.10027193464245067,-0.009772292818212064,-0.29329282997894657,-1.1750538885412307,False,
677fafc0a5ea31abbf20ebad,122.0,17,15,18,12,13,15,16.0,16.0,0.24281986188225033,0.6535036785756594,-0.07090387957612428,0.8047412648776018,-0.700600704035615,-0.1641437834215463,0.2796379175673056,0.46116868143682904,0.30047040072287157,False,
5f4539788c48690d1f71bfcc,112.0,12,16,14,14,18,12,13.0,13.0,-0.20512286367915994,-0.8806360546659805,0.22262293372288566,-0.34595655119622093,-0.13154738957630735,1.1579348068984385,-0.5885927135892475,-0.29329282997894657,-0.5848441728355898,False,
5efe44bebdee09152fe08acc,103.0,13,15,14,10,13,12,10.0,16.0,-0.6082713166844291,-0.5738081080176526,-0.07090387957612428,-0.34595655119622093,-1.2696540184949228,-0.1641437834215463,-0.5885927135892475,-1.0477543413947221,0.30047040072287157,False,
676d592187581f23f60331bb,113.0,18,19,12,10,13,14,12.0,15.0,-0.16032859112301892,0.9603316252239874,1.1032033736199154,-0.9213054592331322,-1.2696540184949228,-0.1641437834215463,-0.009772292818212064,-0.5447800004508717,0.005365542870051119,False,
55a9f6a1fdf99b2d81b5295f,90.0,9,14,13,13,10,9,9.0,13.0,-1.1905968599142625,-1.8011198946109646,-0.3644306928751342,-0.6336310052146765,-0.4160740468059612,-0.9573909376135373,-1.4568233447458006,-1.2992415118666474,-0.5848441728355898,False,
583d5dd49c5f2a0001b85f40,126.0,17,16,15,18,18,16,12.0,14.0,0.4219969521068144,0.6535036785756594,0.22262293372288566,-0.05828209717776525,1.0065592393423082,1.1579348068984385,0.5690481279528233,-0.5447800004508717,-0.28973931498276934,False,
678e92010390e1c202944292,153.0,20,20,20,18,20,18,18.0,19.0,1.6314423111226222,1.5739875185206433,1.3967301869189255,1.380090172914513,1.0065592393423082,1.6867662430264325,1.1478685487238587,0.9641430223806795,1.185784974281333,True,Excluded by criteria
676d40e2915d059bf7ef62e8,147.0,17,17,19,18,19,19,19.0,19.0,1.362676675785776,0.6535036785756594,0.5161497470218955,1.0924157188960575,1.0065592393423082,1.4223505249624355,1.4372787591093763,1.2156301928526048,1.185784974281333,False,
678755cc09f64198c984b217,122.0,16,13,16,15,15,16,16.0,15.0,0.24281986188225033,0.3466757319273314,-0.6579575061741442,0.2293923568406904,0.15297926765334652,0.36468765270644765,0.5690481279528233,0.46116868143682904,0.005365542870051119,False,
5eb342dff78ab11407daf144,134.0,17,16,14,18,18,13,18.0,20.0,0.7803511325559427,0.6535036785756594,0.22262293372288566,-0.34595655119622093,1.0065592393423082,1.1579348068984385,-0.29918250320372974,0.9641430223806795,1.4808898321341535,False,
6784b7b57a26bfddbafe40e6,130.0,16,19,15,17,18,15,15.0,15.0,0.6011740423313785,0.3466757319273314,1.1032033736199154,-0.05828209717776525,0.7220325821126542,1.1579348068984385,0.2796379175673056,0.20968151096490387,0.005365542870051119,False,
565a3d24c51d430005875042,100.0,12,16,10,13,9,13,13.0,14.0,-0.7426541343528522,-0.8806360546659805,0.22262293372288566,-1.4966543672700436,-0.4160740468059612,-1.2218066556775342,-0.29918250320372974,-0.29329282997894657,-0.28973931498276934,False,
660e2337aad9e33736f08e84,118.0,18,17,16,16,15,8,12.0,16.0,0.06364277165768621,0.9603316252239874,0.5161497470218955,0.2293923568406904,0.4375059248830004,0.36468765270644765,-1.7462335551313182,-0.5447800004508717,0.30047040072287157,False,
6711c745bcc0626c2de36d07,96.0,11,16,11,12,8,15,11.0,12.0,-0.9218312245774164,-1.1874640013143085,0.22262293372288566,-1.208979913251588,-0.700600704035615,-1.4862223737415312,0.2796379175673056,-0.796267170922797,-0.8799490306884102,False,
678b749494dd9deb974cb25f,130.0,20,20,15,13,14,19,14.0,15.0,0.6011740423313785,1.5739875185206433,1.3967301869189255,-0.05828209717776525,-0.4160740468059612,0.10027193464245067,1.4372787591093763,-0.04180565950702135,0.005365542870051119,False,
677e333ee5769779d2fb960f,130.0,16,17,19,17,15,11,20.0,15.0,0.6011740423313785,0.3466757319273314,0.5161497470218955,1.0924157188960575,0.7220325821126542,0.36468765270644765,-0.8780029239747651,1.4671173633245298,0.005365542870051119,False,
6630ec1ebe18d48a3cecb54e,125.0,12,16,16,18,14,18,16.0,15.0,0.3772026795506734,-0.8806360546659805,0.22262293372288566,0.2293923568406904,1.0065592393423082,0.10027193464245067,1.1478685487238587,0.46116868143682904,0.005365542870051119,False,
5d4869cc692e5400197a980c,106.0,12,12,12,14,14,13,14.0,15.0,-0.4738884990160061,-0.8806360546659805,-0.951484319473154,-0.9213054592331322,-0.13154738957630735,0.10027193464245067,-0.29918250320372974,-0.04180565950702135,0.005365542870051119,False,
677aae4e7390567a435c3c23,106.0,14,13,16,9,10,13,20.0,11.0,-0.4738884990160061,-0.26698016136932456,-0.6579575061741442,0.2293923568406904,-1.5541806757245766,-0.9573909376135373,-0.29918250320372974,1.4671173633245298,-1.1750538885412307,False,
67329e974d0c9d4221e4c4ac,143.0,14,20,17,20,17,19,16.0,20.0,1.1834995855612118,-0.26698016136932456,1.3967301869189255,0.5170668108591461,1.5756125538016157,0.8935190888344416,1.4372787591093763,0.46116868143682904,1.4808898321341535,False,
55ec49b67480920010aaa4e8,115.0,14,15,17,14,14,15,13.0,13.0,-0.07074004601073686,-0.26698016136932456,-0.07090387957612428,0.5170668108591461,-0.13154738957630735,0.10027193464245067,0.2796379175673056,-0.29329282997894657,-0.5848441728355898,False,
672a3b3af4fe3ca8478cd6c6,120.0,17,19,15,17,17,14,4.0,17.0,0.15323131676996826,0.6535036785756594,1.1032033736199154,-0.05828209717776525,0.7220325821126542,0.8935190888344416,-0.009772292818212064,-2.5566773642262732,0.595575258575692,False,
675ed2ef6a6a6ae2ce682c30,94.0,14,13,11,14,9,11,12.0,10.0,-1.0114197696896985,-0.26698016136932456,-0.6579575061741442,-1.208979913251588,-0.13154738957630735,-1.2218066556775342,-0.8780029239747651,-0.5447800004508717,-1.4701587463940513,False,
67880f3fcfe89c43f375f668,100.0,15,13,11,16,14,14,6.0,11.0,-0.7426541343528522,0.03984778527900344,-0.6579575061741442,-1.208979913251588,0.4375059248830004,0.10027193464245067,-0.009772292818212064,-2.053703023282423,-1.1750538885412307,False,
66046ee084b12b781cb49495,89.0,12,11,11,14,10,11,8.0,12.0,-1.2353911324704037,-0.8806360546659805,-1.245011132772164,-1.208979913251588,-0.13154738957630735,-0.9573909376135373,-0.8780029239747651,-1.5507286823385726,-0.8799490306884102,False,
67808d0260180c6133619b2b,108.0,14,14,13,13,16,12,13.0,13.0,-0.38429995390372407,-0.26698016136932456,-0.3644306928751342,-0.6336310052146765,-0.4160740468059612,0.6291033707704446,-0.5885927135892475,-0.29329282997894657,-0.5848441728355898,False,
6738c218706186b3fe8e8f56,141.0,17,16,20,17,15,18,20.0,18.0,1.0939110404489298,0.6535036785756594,0.22262293372288566,1.380090172914513,0.7220325821126542,0.36468765270644765,1.1478685487238587,1.4671173633245298,0.8906801164285125,False,
67856f922cc646ac823a1660,147.0,17,15,20,20,15,20,20.0,20.0,1.362676675785776,0.6535036785756594,-0.07090387957612428,1.380090172914513,1.5756125538016157,0.36468765270644765,1.726688969494894,1.4671173633245298,1.4808898321341535,False,
5f81fc9446ee002f681ea5e3,105.0,10,16,13,16,8,16,13.0,13.0,-0.5186827715721471,-1.4942919479626364,0.22262293372288566,-0.6336310052146765,0.4375059248830004,-1.4862223737415312,0.5690481279528233,-0.29329282997894657,-0.5848441728355898,False,
678ac1267cd2b3ce8d1fbf69,125.0,11,20,20,19,15,15,11.0,14.0,0.3772026795506734,-1.1874640013143085,1.3967301869189255,1.380090172914513,1.291085896571962,0.36468765270644765,0.2796379175673056,-0.796267170922797,-0.28973931498276934,False,
66eddeb07ae1f7510780b109,112.0,14,12,15,10,13,12,19.0,17.0,-0.20512286367915994,-0.26698016136932456,-0.951484319473154,-0.05828209717776525,-1.2696540184949228,-0.1641437834215463,-0.5885927135892475,1.2156301928526048,0.595575258575692,False,
5a6e8532e6cc4a0001b6d728,124.0,13,20,19,17,12,16,14.0,13.0,0.3324084069945324,-0.5738081080176526,1.3967301869189255,1.0924157188960575,0.7220325821126542,-0.42855950148554334,0.5690481279528233,-0.04180565950702135,-0.5848441728355898,False,
654e6dcbb060f1ea2d712339,149.0,20,17,20,17,20,18,17.0,20.0,1.452265220898058,1.5739875185206433,0.5161497470218955,1.380090172914513,0.7220325821126542,1.6867662430264325,1.1478685487238587,0.7126558519087542,1.4808898321341535,False,
6631185d17f78b1877ba88cb,102.0,14,16,15,14,12,6,10.0,15.0,-0.6530655892405702,-0.26698016136932456,0.22262293372288566,-0.05828209717776525,-0.13154738957630735,-0.42855950148554334,-2.3250539759023536,-1.0477543413947221,0.005365542870051119,False,
670cf1827819b4f39133584b,118.0,15,15,13,14,14,16,15.0,16.0,0.06364277165768621,0.03984778527900344,-0.07090387957612428,-0.6336310052146765,-0.13154738957630735,0.10027193464245067,0.5690481279528233,0.20968151096490387,0.30047040072287157,False,
61216580798476e2db75fc79,160.0,20,20,20,20,20,20,20.0,20.0,1.9450022190156093,1.5739875185206433,1.3967301869189255,1.380090172914513,1.5756125538016157,1.6867662430264325,1.726688969494894,1.4671173633245298,1.4808898321341535,True,Excluded by criteria
677f26f141f0ce49707accc6,136.0,18,18,20,19,9,12,20.0,20.0,0.8699396776682247,0.9603316252239874,0.8096765603209055,1.380090172914513,1.291085896571962,-1.2218066556775342,-0.5885927135892475,1.4671173633245298,1.4808898321341535,False,
664f98c80beb5400a141ac91,144.0,17,16,19,18,18,18,18.0,20.0,1.2282938581173528,0.6535036785756594,0.22262293372288566,1.0924157188960575,1.0065592393423082,1.1579348068984385,1.1478685487238587,0.9641430223806795,1.4808898321341535,False,
672b60eb227e2b01fd1f88b5,160.0,20,20,20,20,20,20,20.0,20.0,1.9450022190156093,1.5739875185206433,1.3967301869189255,1.380090172914513,1.5756125538016157,1.6867662430264325,1.726688969494894,1.4671173633245298,1.4808898321341535,False,
6781563ac4093eb7a7433ff3,137.0,17,17,18,20,17,16,14.0,18.0,0.9147339502243658,0.6535036785756594,0.5161497470218955,0.8047412648776018,1.5756125538016157,0.8935190888344416,0.5690481279528233,-0.04180565950702135,0.8906801164285125,False,
675c3fae9f1afa4c4207dab3,121.0,15,16,19,17,14,10,14.0,16.0,0.1980255893261093,0.03984778527900344,0.22262293372288566,1.0924157188960575,0.7220325821126542,0.10027193464245067,-1.1674131343602827,-0.04180565950702135,0.30047040072287157,False,
673d814ffa7de7d961e6bc53,126.0,16,16,16,16,16,14,16.0,16.0,0.4219969521068144,0.3466757319273314,0.22262293372288566,0.2293923568406904,0.4375059248830004,0.6291033707704446,-0.009772292818212064,0.46116868143682904,0.30047040072287157,True,Excluded by criteria
661ea4cacedd4c83df3a2dcb,73.0,11,13,9,12,5,7,7.0,9.0,-1.95209949336866,-1.1874640013143085,-0.6579575061741442,-1.7843288212884991,-0.700600704035615,-2.2794695279335224,-2.035643765516836,-1.802215852810498,-1.7652636042468717,False,
67841f5e6071ec5527f9c27f,109.0,13,15,14,18,9,13,14.0,13.0,-0.339505681347583,-0.5738081080176526,-0.07090387957612428,-0.34595655119622093,1.0065592393423082,-1.2218066556775342,-0.29918250320372974,-0.04180565950702135,-0.5848441728355898,False,
6740484e188a64793529ee77,105.0,15,13,6,15,11,16,15.0,14.0,-0.5186827715721471,0.03984778527900344,-0.6579575061741442,-2.647352183343866,0.15297926765334652,-0.6929752195495403,0.5690481279528233,0.20968151096490387,-0.28973931498276934,False,
60e5cb4ca01a593fce9a379d,128.0,20,14,14,16,16,16,16.0,16.0,0.5115854972190965,1.5739875185206433,-0.3644306928751342,-0.34595655119622093,0.4375059248830004,0.6291033707704446,0.5690481279528233,0.46116868143682904,0.30047040072287157,False,
62786f21e2cc1d6adeea0a79,125.0,15,15,18,18,13,15,15.0,16.0,0.3772026795506734,0.03984778527900344,-0.07090387957612428,0.8047412648776018,1.0065592393423082,-0.1641437834215463,0.2796379175673056,0.20968151096490387,0.30047040072287157,False,
677614004b333b9a50de9d41,32.0,4,4,4,4,4,4,4.0,4.0,-3.788664668170442,-3.3352596278526043,-3.2996988258652333,-3.2227010913807774,-2.9768139618728457,-2.543885245997519,-2.903874396673389,-2.5566773642262732,-3.240787893510974,False,
671fbc510bb94767d36db746,137.0,16,18,19,17,15,16,18.0,18.0,0.9147339502243658,0.3466757319273314,0.8096765603209055,1.0924157188960575,0.7220325821126542,0.36468765270644765,0.5690481279528233,0.9641430223806795,0.8906801164285125,False,
677b43188ec54f1186b62411,134.0,15,20,16,20,18,14,16.0,15.0,0.7803511325559427,0.03984778527900344,1.3967301869189255,0.2293923568406904,1.5756125538016157,1.1579348068984385,-0.009772292818212064,0.46116868143682904,0.005365542870051119,False,
67863d420c27f3b6e5f57073,148.0,18,18,17,19,18,20,19.0,19.0,1.407470948341917,0.9603316252239874,0.8096765603209055,0.5170668108591461,1.291085896571962,1.1579348068984385,1.726688969494894,1.2156301928526048,1.185784974281333,False,
5d6513f46f5284000118ef1d,102.0,13,14,13,12,12,12,12.0,14.0,-0.6530655892405702,-0.5738081080176526,-0.3644306928751342,-0.6336310052146765,-0.700600704035615,-0.42855950148554334,-0.5885927135892475,-0.5447800004508717,-0.28973931498276934,False,
66f6e3a582de0614bd19b481,55.0,6,7,11,8,8,5,4.0,6.0,-2.7583963993791984,-2.7216037345559485,-2.4191183859682037,-1.208979913251588,-1.8387073329542305,-1.4862223737415312,-2.6144641862878713,-2.5566773642262732,-2.650578177805333,False,
63ebd39a63bb79b50d438ab7,110.0,9,12,17,13,15,13,15.0,16.0,-0.294711408791442,-1.8011198946109646,-0.951484319473154,0.5170668108591461,-0.4160740468059612,0.36468765270644765,-0.29918250320372974,0.20968151096490387,0.30047040072287157,False,
671f3e367fa293418ae68c42,100.0,20,20,20,16,8,8,4.0,4.0,-0.7426541343528522,1.5739875185206433,1.3967301869189255,1.380090172914513,0.4375059248830004,-1.4862223737415312,-1.7462335551313182,-2.5566773642262732,-3.240787893510974,False,
58a229e74d580c0001e0a766,103.0,10,16,9,16,10,17,8.0,17.0,-0.6082713166844291,-1.4942919479626364,0.22262293372288566,-1.7843288212884991,0.4375059248830004,-0.9573909376135373,0.858458338338341,-1.5507286823385726,0.595575258575692,False,
66c8abe49537b182dcbd2049,115.0,15,14,12,15,15,15,11.0,18.0,-0.07074004601073686,0.03984778527900344,-0.3644306928751342,-0.9213054592331322,0.15297926765334652,0.36468765270644765,0.2796379175673056,-0.796267170922797,0.8906801164285125,False,
63e6378e04ade071ebf9ff9c,151.0,17,19,20,18,20,20,20.0,17.0,1.5418537660103402,0.6535036785756594,1.1032033736199154,1.380090172914513,1.0065592393423082,1.6867662430264325,1.726688969494894,1.4671173633245298,0.595575258575692,False,
5dd671942b033b5ec8bc97b4,119.0,18,16,14,17,15,13,10.0,16.0,0.10843704421382724,0.9603316252239874,0.22262293372288566,-0.34595655119622093,0.7220325821126542,0.36468765270644765,-0.29918250320372974,-1.0477543413947221,0.30047040072287157,False,
678aa22eb5db2af9be397452,134.0,16,19,12,20,16,17,17.0,17.0,0.7803511325559427,0.3466757319273314,1.1032033736199154,-0.9213054592331322,1.5756125538016157,0.6291033707704446,0.858458338338341,0.7126558519087542,0.595575258575692,False,
6736142695794b6108842ed2,94.0,11,12,10,13,12,13,9.0,14.0,-1.0114197696896985,-1.1874640013143085,-0.951484319473154,-1.4966543672700436,-0.4160740468059612,-0.42855950148554334,-0.29918250320372974,-1.2992415118666474,-0.28973931498276934,False,
