PROLIFIC_PID,total_score,familiar_person_score,sunrise_score,shop_front_score,countryside_score,driving_score,beach_score,railway_station_score,garden_score,total_score_z,familiar_person_z,sunrise_z,shop_front_z,countryside_z,driving_z,beach_z,railway_station_z,garden_z,excluded,exclusion_reason
672ba9e5dbe3b9649ad3864d,111.0,10,8,18,16,12,13,20.0,14.0,-0.24991713623530096,-1.4942919479626364,-2.125591572669194,0.8047412648776018,0.4375059248830004,-0.42855950148554334,-0.29918250320372974,1.4671173633245298,-0.28973931498276934,False,
6761e9f88b9ec3f7f3d16c01,78.0,10,10,11,9,9,10,10.0,9.0,-1.7281281305879548,-1.4942919479626364,-1.538537946071174,-1.208979913251588,-1.5541806757245766,-1.2218066556775342,-1.1674131343602827,-1.0477543413947221,-1.7652636042468717,False,
677a8ed897bc0e0f12d23e86,113.0,12,15,13,16,12,15,15.0,15.0,-0.16032859112301892,-0.8806360546659805,-0.07090387957612428,-0.6336310052146765,0.4375059248830004,-0.42855950148554334,0.2796379175673056,0.20968151096490387,0.005365542870051119,False,
66f8367b5310ebb97346b93c,97.0,10,18,13,17,7,12,5.0,15.0,-0.8770369520212753,-1.4942919479626364,0.8096765603209055,-0.6336310052146765,0.7220325821126542,-1.7506380918055282,-0.5885927135892475,-2.305190193754348,0.005365542870051119,False,
677c4a2cd686c6b6cfd1ba2a,110.0,15,12,12,13,13,11,16.0,18.0,-0.294711408791442,0.03984778527900344,-0.951484319473154,-0.9213054592331322,-0.4160740468059612,-0.1641437834215463,-0.8780029239747651,0.46116868143682904,0.8906801164285125,False,
5f4d3cb5fdda0b2c403fb801,145.0,19,19,17,20,18,17,16.0,19.0,1.273088130673494,1.2671595718723154,1.1032033736199154,0.5170668108591461,1.5756125538016157,1.1579348068984385,0.858458338338341,0.46116868143682904,1.185784974281333,False,
67196116a2212bed3b93f4dc,106.0,18,13,16,10,9,14,14.0,12.0,-0.4738884990160061,0.9603316252239874,-0.6579575061741442,0.2293923568406904,-1.2696540184949228,-1.2218066556775342,-0.009772292818212064,-0.04180565950702135,-0.8799490306884102,False,
669be65b7f0c1a71305969d1,111.0,13,15,14,11,15,14,15.0,14.0,-0.24991713623530096,-0.5738081080176526,-0.07090387957612428,-0.34595655119622093,-0.9851273612652689,0.36468765270644765,-0.009772292818212064,0.20968151096490387,-0.28973931498276934,False,
6779e07aeb6a0e66e84ae0e7,86.0,11,11,5,12,13,9,10.0,15.0,-1.3697739501388266,-1.1874640013143085,-1.245011132772164,-2.9350266373623217,-0.700600704035615,-0.1641437834215463,-1.4568233447458006,-1.0477543413947221,0.005365542870051119,False,
678434b875eab5b07a505724,124.0,17,20,16,11,14,17,11.0,18.0,0.3324084069945324,0.6535036785756594,1.3967301869189255,0.2293923568406904,-0.9851273612652689,0.10027193464245067,0.858458338338341,-0.796267170922797,0.8906801164285125,False,
67851f4cba98f2087f182764,138.0,15,16,17,18,16,19,18.0,19.0,0.9595282227805068,0.03984778527900344,0.22262293372288566,0.5170668108591461,1.0065592393423082,0.6291033707704446,1.4372787591093763,0.9641430223806795,1.185784974281333,False,
655f9f56990f2a2d957b1cad,124.0,14,19,17,14,16,15,13.0,16.0,0.3324084069945324,-0.26698016136932456,1.1032033736199154,0.5170668108591461,-0.13154738957630735,0.6291033707704446,0.2796379175673056,-0.29329282997894657,0.30047040072287157,False,
615b01ee4cd1755b6144e0a4,121.0,15,13,18,17,12,19,15.0,12.0,0.1980255893261093,0.03984778527900344,-0.6579575061741442,0.8047412648776018,0.7220325821126542,-0.42855950148554334,1.4372787591093763,0.20968151096490387,-0.8799490306884102,False,
6766dee165ff1cc0f8decea0,110.0,16,12,15,13,13,12,17.0,12.0,-0.294711408791442,0.3466757319273314,-0.951484319473154,-0.05828209717776525,-0.4160740468059612,-0.1641437834215463,-0.5885927135892475,0.7126558519087542,-0.8799490306884102,False,
67826c0cd5858c9d420da7ff,125.0,17,12,15,14,15,15,19.0,18.0,0.3772026795506734,0.6535036785756594,-0.951484319473154,-0.05828209717776525,-0.13154738957630735,0.36468765270644765,0.2796379175673056,1.2156301928526048,0.8906801164285125,False,
65f9200b96211e5163eb912e,132.0,16,14,16,17,17,17,16.0,19.0,0.6907625874436606,0.3466757319273314,-0.3644306928751342,0.2293923568406904,0.7220325821126542,0.8935190888344416,0.858458338338341,0.46116868143682904,1.185784974281333,False,
671d2c608d56f868207f9e9e,131.0,14,14,16,17,19,15,18.0,18.0,0.6459683148875196,-0.26698016136932456,-0.3644306928751342,0.2293923568406904,0.7220325821126542,1.4223505249624355,0.2796379175673056,0.9641430223806795,0.8906801164285125,False,
67628bf652610e40de8a09e8,113.0,11,20,12,15,12,15,15.0,13.0,-0.16032859112301892,-1.1874640013143085,1.3967301869189255,-0.9213054592331322,0.15297926765334652,-0.42855950148554334,0.2796379175673056,0.20968151096490387,-0.5848441728355898,False,
67842352fc58491ff1f4de9d,128.0,18,16,18,15,17,11,19.0,14.0,0.5115854972190965,0.9603316252239874,0.22262293372288566,0.8047412648776018,0.15297926765334652,0.8935190888344416,-0.8780029239747651,1.2156301928526048,-0.28973931498276934,False,
65d863e56337aa59292ccd66,120.0,19,14,20,12,10,17,13.0,15.0,0.15323131676996826,1.2671595718723154,-0.3644306928751342,1.380090172914513,-0.700600704035615,-0.9573909376135373,0.858458338338341,-0.29329282997894657,0.005365542870051119,False,
65cba5349f4e1e5dfbe80fe8,130.0,17,17,18,17,16,16,12.0,17.0,0.6011740423313785,0.6535036785756594,0.5161497470218955,0.8047412648776018,0.7220325821126542,0.6291033707704446,0.5690481279528233,-0.5447800004508717,0.595575258575692,False,
673e759016f888e8212c0c1f,136.0,16,19,14,17,17,17,17.0,19.0,0.8699396776682247,0.3466757319273314,1.1032033736199154,-0.34595655119622093,0.7220325821126542,0.8935190888344416,0.858458338338341,0.7126558519087542,1.185784974281333,False,
610b002738dd01f26e493999,115.0,10,16,10,18,15,14,17.0,15.0,-0.07074004601073686,-1.4942919479626364,0.22262293372288566,-1.4966543672700436,1.0065592393423082,0.36468765270644765,-0.009772292818212064,0.7126558519087542,0.005365542870051119,False,
590ffed3f128850001ada77b,108.0,15,14,15,12,10,9,18.0,15.0,-0.38429995390372407,0.03984778527900344,-0.3644306928751342,-0.05828209717776525,-0.700600704035615,-0.9573909376135373,-1.4568233447458006,0.9641430223806795,0.005365542870051119,False,
6773f03382962d5d8c2ca38a,125.0,16,15,15,16,15,16,16.0,16.0,0.3772026795506734,0.3466757319273314,-0.07090387957612428,-0.05828209717776525,0.4375059248830004,0.36468765270644765,0.5690481279528233,0.46116868143682904,0.30047040072287157,False,
67438c306d8298ec577da281,112.0,17,10,15,15,11,12,14.0,18.0,-0.20512286367915994,0.6535036785756594,-1.538537946071174,-0.05828209717776525,0.15297926765334652,-0.6929752195495403,-0.5885927135892475,-0.04180565950702135,0.8906801164285125,False,
5ec0ba1bfa01894cceaa1b8e,104.0,12,14,15,12,13,12,12.0,14.0,-0.5634770441282881,-0.8806360546659805,-0.3644306928751342,-0.05828209717776525,-0.700600704035615,-0.1641437834215463,-0.5885927135892475,-0.5447800004508717,-0.28973931498276934,False,
64143c6c286640f3d1348cf8,88.0,9,12,11,12,8,12,12.0,12.0,-1.2801854050265447,-1.8011198946109646,-0.951484319473154,-1.208979913251588,-0.700600704035615,-1.4862223737415312,-0.5885927135892475,-0.5447800004508717,-0.8799490306884102,False,
64012a2623351894f2917605,88.0,12,11,16,10,7,8,13.0,11.0,-1.2801854050265447,-0.8806360546659805,-1.245011132772164,0.2293923568406904,-1.2696540184949228,-1.7506380918055282,-1.7462335551313182,-0.29329282997894657,-1.1750538885412307,False,
677fe9d3bafd440269d2ef89,128.0,18,12,17,17,15,17,15.0,17.0,0.5115854972190965,0.9603316252239874,-0.951484319473154,0.5170668108591461,0.7220325821126542,0.36468765270644765,0.858458338338341,0.20968151096490387,0.595575258575692,False,
6747d17ec4d287d32e597fa9,82.0,11,11,14,7,7,7,10.0,15.0,-1.5489510403633908,-1.1874640013143085,-1.245011132772164,-0.34595655119622093,-2.123233990183884,-1.7506380918055282,-2.035643765516836,-1.0477543413947221,0.005365542870051119,False,
66e28103f28d6e15a3f4f1f0,149.0,17,20,19,20,19,17,18.0,19.0,1.452265220898058,0.6535036785756594,1.3967301869189255,1.0924157188960575,1.5756125538016157,1.4223505249624355,0.858458338338341,0.9641430223806795,1.185784974281333,False,
6738d09a032bf7224008ce7e,148.0,18,20,19,18,18,18,19.0,18.0,1.407470948341917,0.9603316252239874,1.3967301869189255,1.0924157188960575,1.0065592393423082,1.1579348068984385,1.1478685487238587,1.2156301928526048,0.8906801164285125,False,
612039d9400fae9545b3c5a8,70.0,20,9,7,7,8,5,6.0,8.0,-2.086482311037083,1.5739875185206433,-1.8320647593701838,-2.3596777293254103,-2.123233990183884,-1.4862223737415312,-2.6144641862878713,-2.053703023282423,-2.0603684620996923,False,
67813733b9f7bd24cb2745b4,117.0,13,17,16,16,20,11,9.0,15.0,0.01884849910154519,-0.5738081080176526,0.5161497470218955,0.2293923568406904,0.4375059248830004,1.6867662430264325,-0.8780029239747651,-1.2992415118666474,0.005365542870051119,False,
67358110193306101974db30,150.0,20,17,20,19,16,18,20.0,20.0,1.497059493454199,1.5739875185206433,0.5161497470218955,1.380090172914513,1.291085896571962,0.6291033707704446,1.1478685487238587,1.4671173633245298,1.4808898321341535,False,
655fd5be8c6f7bfe39e75e96,110.0,15,18,12,15,15,13,10.0,12.0,-0.294711408791442,0.03984778527900344,0.8096765603209055,-0.9213054592331322,0.15297926765334652,0.36468765270644765,-0.29918250320372974,-1.0477543413947221,-0.8799490306884102,False,
67896c4807b59990758d8491,152.0,19,19,20,20,14,20,20.0,20.0,1.5866480385664812,1.2671595718723154,1.1032033736199154,1.380090172914513,1.5756125538016157,0.10027193464245067,1.726688969494894,1.4671173633245298,1.4808898321341535,False,
6643bcf4ed868a9901a9dd7d,107.0,6,12,12,16,15,16,16.0,14.0,-0.42909422645986506,-2.7216037345559485,-0.951484319473154,-0.9213054592331322,0.4375059248830004,0.36468765270644765,0.5690481279528233,0.46116868143682904,-0.28973931498276934,False,
5cd063ce657e300016f6c95a,101.0,12,15,17,14,9,11,12.0,11.0,-0.6978598617967112,-0.8806360546659805,-0.07090387957612428,0.5170668108591461,-0.13154738957630735,-1.2218066556775342,-0.8780029239747651,-0.5447800004508717,-1.1750538885412307,False,
664ba1d1d71301161344e2a5,90.0,9,14,11,11,12,11,9.0,13.0,-1.1905968599142625,-1.8011198946109646,-0.3644306928751342,-1.208979913251588,-0.9851273612652689,-0.42855950148554334,-0.8780029239747651,-1.2992415118666474,-0.5848441728355898,False,
630386f64c5bbd56ab1c3b0f,70.0,8,18,5,10,5,8,8.0,8.0,-2.086482311037083,-2.1079478412592927,0.8096765603209055,-2.9350266373623217,-1.2696540184949228,-2.2794695279335224,-1.7462335551313182,-1.5507286823385726,-2.0603684620996923,False,
67519b91595db9a046359da0,111.0,14,15,15,13,16,13,12.0,13.0,-0.24991713623530096,-0.26698016136932456,-0.07090387957612428,-0.05828209717776525,-0.4160740468059612,0.6291033707704446,-0.29918250320372974,-0.5447800004508717,-0.5848441728355898,False,
6761f8be0534cd92e822e611,122.0,14,17,17,14,15,18,9.0,18.0,0.24281986188225033,-0.26698016136932456,0.5161497470218955,0.5170668108591461,-0.13154738957630735,0.36468765270644765,1.1478685487238587,-1.2992415118666474,0.8906801164285125,False,
