PROLIFIC_PID,overall_accuracy,practice_accuracy,max_consecutive_identical,percent_fast_trials,rt_sd,percent_missing_AD0,percent_missing_AD50,percent_missing_AD100,percent_missing_AD150,time_taken_minutes,negative_slope,large_angle_accuracy,excluded,exclusion_reason,n_excluded_trials_too_fast,n_excluded_trials_too_slow,n_excluded_trials_outlier
5cd063ce657e300016f6c95a,0.9473684210526315,0.75,3,0.0,1.3701936699803423,0.0,0.0,0.0,0.0,49.81666666666667,False,0.9361702127659575,False,,0,0,0
678e92010390e1c202944292,0.9270833333333334,1.0,4,0.0,0.7331989109128679,0.0,0.0,0.0,0.0,25.73333333333333,False,0.9166666666666666,False,,0,0,2
64013a8e233aaa42388c821f,0.9166666666666666,0.6271186440677966,4,0.0,1.0267035778317208,0.0,0.0,0.0,0.0,35.1,False,0.9166666666666666,False,,0,0,3
676379302839a2e46a4d6de5,0.4895833333333333,0.9090909090909091,5,0.0,0.4013879803039151,0.0,0.0,0.0,0.0,24.016666666666666,False,0.4166666666666667,True,Overall accuracy < 60%,0,0,0
671fbc510bb94767d36db746,0.4479166666666667,0.5344827586206896,12,0.0,1.2872126960382677,0.0,0.0,0.0,0.0,36.48333333333333,False,0.375,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
6754d95f656838004bc46eed,0.8804347826086957,0.6956521739130435,5,2.1739130434782608,1.8434974656175078,0.0,0.0,0.0,0.0,49.4,False,0.8913043478260869,False,,2,0,0
6766b76b0b5bf9820e277b72,0.5104166666666666,0.5714285714285714,9,0.0,1.0698784681427116,0.0,0.0,0.0,0.0,46.06666666666667,False,0.5625,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
672ba9e5dbe3b9649ad3864d,0.4842105263157895,0.49101796407185627,7,0.0,0.7825227994231359,0.0,0.0,0.0,0.0,60.38333333333333,False,0.5106382978723404,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
64012a2623351894f2917605,0.4895833333333333,0.4485981308411215,10,0.0,0.3099970769528291,0.0,0.0,0.0,0.0,35.2,False,0.5,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials; Practice accuracy < 50%,0,0,0
675ed2ef6a6a6ae2ce682c30,0.6145833333333334,0.5425531914893617,3,1.0416666666666665,0.8890554567368162,0.0,0.0,0.0,0.0,28.73333333333333,False,0.5625,False,,1,0,6
